ANMOIS;APT;FSC;ZON;CAT;MVT;PAX;PEQ;CO2;NOX;COVNM;TSP
201301;LFBD;LC;I;B;9;1454;1454;0,010;0,045;0,001;0,002
201301;LFBD;LC;I;C;4;1255;1255;0,007;0,019;0,001;0,001
201301;LFBD;MC;I;A;134;4549;4549;0,056;0,193;0,016;0,009
201301;LFBD;MC;I;B;795;78920;79092;0,722;3,060;0,172;0,115
201301;LFBD;MC;I;C;2;0;84;0,003;0,017;0,001;0,001
201301;LFBD;CC;M;B;953;115944;120954;1,012;5,239;0,233;0,161
201301;LFBD;CC;M;A;626;17233;17235;0,226;0,755;0,045;0,036
201301;LFBD;CC;M;B;763;72414;72448;0,638;2,564;0,241;0,101
201301;LFBD;CC;M;C;95;1441;6655;0,179;1,060;0,061;0,028
201301;LFBO;LC;I;A;2;8;8;0,001;0,003;0,000;0,000
201301;LFBO;LC;I;B;8;1211;1211;0,010;0,045;0,001;0,002
201301;LFBO;LC;I;C;8;1576;3676;0,043;0,295;0,007;0,007
201301;LFBO;MC;I;A;798;32887;33196;0,313;0,956;0,140;0,050
201301;LFBO;MC;I;B;1763;150568;153787;1,310;5,135;0,474;0,208
201301;LFBO;MC;I;C;144;3698;27255;0,315;1,636;0,206;0,050
201301;LFBO;CC;M;A;39;72;813;0,008;0,022;0,014;0,001
201301;LFBO;CC;M;B;2138;246372;255962;2,068;9,021;0,622;0,328
201301;LFBO;CC;M;C;8;0;385;0,021;0,149;0,010;0,003
201301;LFBO;CC;M;A;874;24251;24255;0,221;0,677;0,216;0,035
201301;LFBO;CC;M;B;822;69266;70134;0,678;2,702;0,258;0,108
201301;LFBO;CC;M;C;111;2913;16726;0,219;1,156;0,150;0,035
201301;LFLL;LC;I;B;10;1813;1813;0,013;0,062;0,001;0,002
201301;LFLL;LC;I;C;54;10710;13544;0,250;1,425;0,010;0,040
201301;LFLL;MC;I;A;1894;75660;76845;0,737;2,327;0,179;0,117
201301;LFLL;MC;I;B;2607;254418;258731;2,167;8,518;0,596;0,344
201301;LFLL;MC;I;C;108;3010;20462;0,217;1,153;0,098;0,035
201301;LFLL;LC;O;C;6;2464;2485;0,028;0,208;0,013;0,005
201301;LFLL;CC;M;A;192;8262;8985;0,055;0,175;0,087;0,009
201301;LFLL;CC;M;B;398;37505;40787;0,377;1,726;0,110;0,060
201301;LFLL;CC;M;C;9;271;271;0,024;0,143;0,004;0,004
201301;LFLL;CC;M;A;1837;58801;58823;0,684;2,193;0,544;0,109
201301;LFLL;CC;M;B;1556;132190;133000;1,209;4,531;0,420;0,192
201301;LFLL;CC;M;C;59;740;3992;0,125;0,745;0,069;0,020
201301;LFML;LC;I;A;3;15;15;0,001;0,003;0,001;0,000
201301;LFML;LC;I;B;14;1630;1630;0,016;0,063;0,002;0,003
201301;LFML;LC;I;C;18;4662;4773;0,052;0,304;0,012;0,008
201301;LFML;MC;I;A;957;30276;33354;0,346;1,089;0,229;0,055
201301;LFML;MC;I;B;2440;213995;215773;2,385;9,844;0,598;0,379
201301;LFML;MC;I;C;122;361;13280;0,237;1,175;0,090;0,038
201301;LFML;LC;O;C;26;8134;8225;0,086;0,566;0,021;0,014
201301;LFML;CC;M;A;45;9;2160;0,013;0,042;0,027;0,002
201301;LFML;CC;M;B;1213;121138;128412;1,232;4,955;0,369;0,196
