ANMOIS;APT;FSC;ZON;CAT;MVT;PAX;PEQ;CO2;NOX;COVNM;TSP
201401;LFBD;LC;I;B;10;1727;1727;0,012;0,060;0,001;0,002
201401;LFBD;LC;I;C;9;2801;2801;0,024;0,138;0,002;0,004
201401;LFBD;MC;I;A;114;3987;3993;0,045;0,153;0,015;0,007
201401;LFBD;MC;I;B;776;83570;83905;0,671;2,785;0,163;0,107
201401;LFBD;MC;I;C;44;0;2507;0,075;0,388;0,012;0,012
201401;LFBD;CC;M;B;873;122974;127725;0,939;4,897;0,207;0,149
201401;LFBD;CC;M;C;9;1578;1578;0,026;0,162;0,002;0,004
201401;LFBD;CC;M;A;613;18778;18779;0,222;0,744;0,049;0,035
201401;LFBD;CC;M;B;776;70920;70933;0,613;2,459;0,129;0,097
201401;LFBD;CC;M;C;42;0;2764;0,077;0,364;0,055;0,012
201401;LFBO;LC;I;A;1;6;6;0,000;0,002;0,000;0,000
201401;LFBO;LC;I;B;10;1942;1942;0,013;0,066;0,001;0,002
201401;LFBO;LC;I;C;2;0;670;0,006;0,014;0,001;0,001
201401;LFBO;MC;I;A;762;26586;27090;0,246;0,800;0,099;0,039
201401;LFBO;MC;I;B;1801;158936;160289;1,380;5,428;0,437;0,219
201401;LFBO;MC;I;C;175;3423;30158;0,382;2,005;0,234;0,061
201401;LFBO;LC;O;C;1;0;231;0,003;0,010;0,000;0,000
201401;LFBO;CC;M;A;36;2;813;0,008;0,022;0,020;0,001
201401;LFBO;CC;M;B;2032;252208;261085;1,966;8,549;0,521;0,312
201401;LFBO;CC;M;A;851;26397;26398;0,247;0,778;0,195;0,039
201401;LFBO;CC;M;B;758;66704;66725;0,601;2,470;0,202;0,095
201401;LFBO;CC;M;C;100;0;12618;0,175;0,938;0,104;0,028
201401;LFLL;LC;I;B;4;686;686;0,005;0,022;0,001;0,001
201401;LFLL;LC;I;C;60;12254;18168;0,266;1,589;0,021;0,042
201401;LFLL;MC;I;A;1339;57109;59748;0,445;1,400;0,109;0,071
201401;LFLL;MC;I;B;2638;266314;267825;2,327;9,172;0,663;0,369
201401;LFLL;MC;I;C;131;5606;25613;0,256;1,295;0,108;0,041
201401;LFLL;CC;M;A;40;289;819;0,012;0,033;0,019;0,002
201401;LFLL;CC;M;B;563;52103;55342;0,498;2,258;0,125;0,079
201401;LFLL;CC;M;C;10;443;456;0,030;0,173;0,005;0,005
201401;LFLL;CC;M;A;1875;59627;59731;0,745;2,380;0,364;0,118
201401;LFLL;CC;M;B;1482;120070;120134;1,125;4,258;0,275;0,179
201401;LFLL;CC;M;C;61;0;4243;0,121;0,744;0,050;0,019
201401;LFML;LC;I;A;2;17;17;0,001;0,003;0,000;0,000
201401;LFML;LC;I;B;21;1547;1547;0,025;0,097;0,003;0,004
201401;LFML;LC;I;C;18;3909;4368;0,059;0,372;0,015;0,009
201401;LFML;MC;I;A;820;25233;28159;0,276;0,853;0,152;0,044
201401;LFML;MC;I;B;2448;229922;233634;2,373;9,642;0,563;0,377
201401;LFML;MC;I;C;121;128;13481;0,240;1,146;0,105;0,038
201401;LFML;LC;O;C;20;6150;6180;0,057;0,316;0,007;0,009
201401;LFML;CC;M;A;2;10;65;0,001;0,002;0,001;0,000
201401;LFML;CC;M;B;1174;124557;132835;1,141;4,487;0,441;0,181
201401;LFML;CC;M;C;73;3835;11073;0,165;0,983;0,018;0,026
201401;LFML;CC;M;A;929;21051;23435;0,233;0,700;0,374;0,037
201401;LFML;CC;M;B;1266;99660;108003;1,236;4,925;0,365;0,196
201401;LFML;CC;M;C;68;0;271;0,121;0,574;0,080;0,019
201401;LFMN;LC;I;A;15;52;52;0,005;0,016;0,002;0,001
201401;LFMN;LC;I;B;1;1;1;0,001;0,009;0,000;0,000
201401;LFMN;LC;I;C;67;18567;24784;0,286;2,192;0,108;0,045
201401;LFMN;MC;I;A;2212;21513;21596;0,353;0,869;1,221;0,056
