ANMOIS;DEP;ARR;PC15_D;PC15_A;RETARD_D;RETARD_A
201705;LFPG;EBBR;0,193;;8,8;
201705;LFPG;LFMN;0,302;0,290;14,4;13,1
201705;LFPG;LFLL;0,269;0,219;13,9;11,5
201705;LFPG;GMME;0,405;;16,3;
201705;LFPG;LPPR;0,339;;14,1;
201705;LFPG;EIDW;0,306;;14,7;
201705;LFPG;LEMD;0,303;;16,3;
201705;LFPG;EGPF;0,278;;16,0;
201705;LFPG;LHBP;0,242;;10,0;
201705;LFPG;LFBO;0,191;0,192;11,4;10,4
201705;LFPG;EGBB;0,186;;9,2;
201705;LFPG;LEPA;0,333;;17,0;
201705;LFPG;EGCC;0,234;;12,8;
201705;LFPG;LFSB;0,372;0,306;17,4;13,7
201705;LFPG;EGGW;0,387;;26,8;
201705;LFPG;LFML;0,216;0,192;9,3;9,0
201705;LFPG;EICK;0,129;;5,1;
201705;LFPG;LFLC;0,151;0,134;6,3;5,7
201705;LFPG;LPFR;0,000;;2,4;
201705;LFPG;LICC;0,306;;21,7;
201705;LFPG;LFBD;0,214;0,166;10,0;9,0
201705;LFPG;EYVI;0,176;;10,6;
201705;LFPG;EGGP;0,323;;24,3;
201705;LFPG;EGPH;0,188;;8,7;
201705;LFPG;LFRB;0,075;0,086;4,4;4,6
201705;LFPG;LFMT;0,173;0,142;7,8;7,7
201705;LFPG;LEBL;0,333;;16,4;
201705;LFPG;GMTT;0,118;;9,5;
201705;LFPG;LIPE;0,136;;5,5;
201705;LFPG;LEMG;0,156;;8,1;
201705;LFPG;LFKF;0,125;0,188;15,2;9,8
201705;LFPG;LFRS;0,177;0,145;8,8;7,8
201705;LFPG;LFBZ;0,267;0,250;11,8;11,8
201705;LFPG;LIRF;0,295;;12,0;
201705;LFPG;LIEO;0,375;;13,4;
201705;LFPG;EKCH;0,203;;10,3;
201705;LFPG;GMMX;0,511;;20,0;
201705;LFPG;LSGG;0,115;;5,9;
201705;LFPG;EGKK;0,333;;16,6;
201705;LFPG;LFKJ;0,095;0,071;5,2;3,3
201705;LFPG;EGGD;0,349;;29,2;
201705;LFPG;LSZH;0,252;;10,9;
201705;LFPG;EPKK;0,354;;23,3;
201705;LFPG;LPPT;0,430;;21,3;
201705;LFPG;LIMC;0,290;;14,8;
201705;LFPG;LIML;0,172;;9,0;
201705;LFPG;LIRN;0,278;;10,5;
201705;LFPG;LIPZ;0,206;;10,0;
201705;LFPG;LKPR;0,234;;11,5;
201705;LFPG;LEBB;0,402;;19,6;
201705;LFPG;LFKB;0,045;0,000;3,4;1,0
201705;LFPG;LICJ;0,333;;17,7;
201705;LFPG;LGAV;0,213;;10,3;
201705;LFPG;LGKR;0,231;;14,1;
201705;LFPG;LDSP;0,211;;16,8;
201705;LFPG;LDDU;0,227;;14,5;
201705;LFPG;DAAG;0,362;;19,0;
201705;LFPG;LEMH;0,308;;12,2;
201705;LFPG;GCFV;0,111;;9,4;
201705;LFPG;EDDM;0,212;;10,8;
201705;LFPG;ESSA;0,246;;11,9;
201705;LFPG;LOWW;0,189;;9,7;
201705;LFPG;LMML;0,129;;7,3;
201705;LFPG;LGRP;0,294;;21,8;
201705;LFPG;DTTJ;0,500;;22,6;
201705;LFPG;DTTA;0,472;;16,6;
201705;LFPG;ELLX;0,128;;5,9;
201705;LFPG;LGIR;0,321;;12,3;
201705;LFPG;LLBG;0,396;;16,6;
201705;LFPG;LFRN;0,217;0,196;9,9;9,4
201705;LFPG;LEZL;0,100;;4,5;
201705;LFPG;UUEE;0,201;;10,7;
201705;LFPG;LYPG;0,174;;8,6;
201705;LFPG;EGNT;0,157;;11,6;
201705;LFPG;EHAM;0,352;;15,8;
201705;LFPG;EDDW;0,088;;3,5;
201705;LFPG;LEVC;0,194;;11,0;
201705;LFPG;LBSF;0,210;;12,7;
201705;LFPG;EPWA;0,341;;15,2;
201705;LFPG;LIMJ;0,120;;6,9;
201705;LFPG;LTBA;0,303;;12,4;
201705;LFPG;LYBE;0,431;;15,6;
201705;LFPG;EGHI;0,130;;7,8;
201705;LFPG;EGTE;0,226;;16,9;
201705;LFPG;EGNM;0,235;;10,2;
201705;LFPG;EDDF;0,212;;9,8;
201705;LFPG;LOWS;0,000;;1,7;
201705;LFPG;EGAA;0,235;;16,5;
201705;LFPG;LFBP;0,239;0,227;10,9;10,4
201705;LFPG;EGFF;0,258;;20,2;
