ANMOIS;APT;FSC;ZON;CAT;MVT;PAX;PEQ;CO2;NOX;COVNM;TSP
201101;LFBD;LC;I;A;2;5;5;0,001;0,005;0,000;0,000
201101;LFBD;LC;I;B;12;1405;1407;0,013;0,058;0,002;0,002
201101;LFBD;LC;I;C;10;1850;1850;0,028;0,167;0,003;0,004
201101;LFBD;MC;I;A;365;9922;9999;0,121;0,347;0,076;0,019
201101;LFBD;MC;I;B;689;58090;58447;0,640;2,605;0,167;0,102
201101;LFBD;MC;I;C;86;0;3888;0,156;0,776;0,071;0,025
201101;LFBD;CC;M;B;1081;120931;123398;1,062;5,082;0,263;0,169
201101;LFBD;CC;M;A;781;21787;21787;0,233;0,789;0,091;0,037
201101;LFBD;CC;M;B;580;49830;49840;0,472;1,821;0,191;0,075
201101;LFBD;CC;M;C;5;89;89;0,019;0,143;0,002;0,003
201101;LFBO;LC;I;A;2;13;13;0,001;0,005;0,000;0,000
201101;LFBO;LC;I;B;10;1891;1891;0,011;0,054;0,001;0,002
201101;LFBO;LC;I;C;5;1834;1834;0,020;0,143;0,002;0,003
201101;LFBO;MC;I;A;1344;46139;46428;0,511;1,583;0,165;0,081
201101;LFBO;MC;I;B;1347;115933;118927;1,001;4,186;0,300;0,159
201101;LFBO;MC;I;C;180;10294;35504;0,364;1,992;0,187;0,058
201101;LFBO;LC;O;C;8;3453;3453;0,034;0,197;0,003;0,005
201101;LFBO;CC;M;A;34;0;764;0,007;0,018;0,013;0,001
201101;LFBO;CC;M;B;2260;256146;264746;2,252;10,566;0,576;0,357
201101;LFBO;CC;M;A;1161;37045;37070;0,403;1,253;0,244;0,064
201101;LFBO;CC;M;B;500;36976;38608;0,389;1,596;0,160;0,062
201101;LFBO;CC;M;C;132;8302;19362;0,289;1,809;0,113;0,046
201101;LFLL;LC;I;B;11;1827;1827;0,013;0,059;0,001;0,002
201101;LFLL;LC;I;C;16;6600;6610;0,058;0,334;0,006;0,009
201101;LFLL;MC;I;A;2394;88827;90425;0,910;2,763;0,238;0,144
201101;LFLL;MC;I;B;2560;236166;239843;2,170;8,467;0,661;0,344
201101;LFLL;MC;I;C;105;2794;19554;0,206;1,068;0,101;0,033
201101;LFLL;LC;O;C;34;12967;13425;0,126;0,870;0,011;0,020
201101;LFLL;CC;M;A;166;6971;7763;0,051;0,142;0,080;0,008
201101;LFLL;CC;M;B;420;39096;42751;0,372;1,498;0,178;0,059
201101;LFLL;CC;M;C;34;6672;6672;0,124;0,890;0,010;0,020
201101;LFLL;CC;M;A;1994;71079;71145;0,790;2,459;0,568;0,125
201101;LFLL;CC;M;B;1452;129390;130277;1,247;4,796;0,564;0,198
201101;LFLL;CC;M;C;67;3419;6570;0,148;0,866;0,064;0,024
201101;LFML;LC;I;A;1;4;4;0,000;0,000;0,000;0,000
201101;LFML;LC;I;B;20;2289;2289;0,022;0,084;0,007;0,003
201101;LFML;LC;I;C;34;9994;10024;0,102;0,567;0,039;0,016
201101;LFML;MC;I;A;1273;39984;43986;0,397;1,195;0,266;0,063
201101;LFML;MC;I;B;1834;167862;169831;1,858;7,478;0,429;0,295
201101;LFML;MC;I;C;164;4664;17534;0,316;1,479;0,162;0,050
201101;LFML;LC;O;C;36;12909;13230;0,134;1,046;0,009;0,021
201101;LFML;CC;M;B;1313;125747;133867;1,321;5,572;0,481;0,210
201101;LFML;CC;M;C;66;3181;9824;0,147;0,864;0,037;0,023
201101;LFML;CC;M;A;1288;35357;38765;0,419;1,234;0,414;0,066
201101;LFML;CC;M;B;1009;75646;82929;0,916;3,139;0,300;0,145
201101;LFML;CC;M;C;88;7890;7903;0,237;1,485;0,083;0,038
201101;LFMN;LC;I;A;8;35;35;0,004;0,012;0,001;0,001
201101;LFMN;LC;I;B;3;5;5;0,003;0,012;0,001;0,000
201101;LFMN;LC;I;C;94;16621;24094;0,242;1,397;0,042;0,038
201101;LFMN;MC;I;A;2526;37173;37266;0,505;1,311;1,277;0,080
201101;LFMN;MC;I;B;2526;219611;220806;2,150;8,484;0,600;0,341
201101;LFMN;MC;I;C;31;1002;1002;0,066;0,516;0,049;0,010
201101;LFMN;CC;M;A;35;5;471;0,008;0,021;0,016;0,001
201101;LFMN;CC;M;B;1802;220456;224270;1,870;8,565;0,488;0,297
201101;LFMN;CC;M;A;1492;49070;50415;0,535;1,700;0,564;0,085
201101;LFMN;CC;M;B;329;28787;28791;0,254;0,990;0,133;0,040
201101;LFMN;CC;M;C;1;139;139;0,001;0,003;0,001;0,000
201101;LFOB;MC;I;B;1972;238948;238948;2,246;9,501;0,343;0,356
201101;LFOB;CC;M;B;56;5795;5795;0,066;0,277;0,011;0,010
201101;LFPG;LC;I;A;1;3;3;0,000;0,002;0,000;0,000
201101;LFPG;LC;I;B;344;30697;31589;0,418;1,729;0,177;0,066
201101;LFPG;LC;I;C;7785;1627291;2786809;32,501;188,628;17,051;5,159
201101;LFPG;MC;I;A;5310;223646;244881;2,001;5,591;1,378;0,318
201101;LFPG;MC;I;B;19692;1870731;1952142;22,565;85,552;9,796;3,582
201101;LFPG;MC;I;C;1558;122538;498290;4,967;26,044;2,210;0,788
201101;LFPG;LC;O;C;78;30444;43777;0,381;2,511;0,214;0,060
