ANMOIS;APT;FSC;ZON;CAT;MVT;PAX;PEQ;CO2;NOX;COVNM;TSP
201601;LFBD;MC;I;A;101;4143;4147;0,045;0,152;0,014;0,007
201601;LFBD;MC;I;B;996;109119;112952;0,910;3,725;0,178;0,144
201601;LFBD;CC;M;B;972;127113;130684;1,013;4,895;0,199;0,161
201601;LFBD;CC;M;A;550;16266;16266;0,174;0,582;0,051;0,028
201601;LFBD;CC;M;B;776;76063;76070;0,604;2,355;0,128;0,096
201601;LFBD;CC;M;C;38;0;2659;0,071;0,369;0,042;0,011
201601;LFBO;LC;I;A;2;4;4;0,001;0,003;0,001;0,000
201601;LFBO;LC;I;C;16;3207;4972;0,049;0,244;0,027;0,008
201601;LFBO;MC;I;A;634;22965;22966;0,288;0,870;0,133;0,046
201601;LFBO;MC;I;B;1816;164026;165842;1,650;6,616;0,400;0,262
201601;LFBO;MC;I;C;186;3203;30388;0,411;2,176;0,245;0,065
201601;LFBO;LC;O;C;2;550;550;0,004;0,023;0,003;0,001
201601;LFBO;CC;M;A;34;55;1013;0,008;0,021;0,013;0,001
201601;LFBO;CC;M;B;1836;253489;260269;1,949;9,060;0,432;0,309
201601;LFBO;CC;M;C;8;1565;1600;0,022;0,149;0,016;0,003
201601;LFBO;CC;M;A;779;30405;30405;0,285;0,910;0,175;0,045
201601;LFBO;CC;M;B;660;62437;62444;0,504;2,018;0,162;0,080
201601;LFBO;CC;M;C;102;0;14837;0,185;0,946;0,123;0,029
201601;LFLL;LC;I;C;54;15003;23326;0,246;1,891;0,094;0,039
201601;LFLL;MC;I;A;965;37552;37607;0,404;1,247;0,190;0,064
201601;LFLL;MC;I;B;3050;314339;317874;3,015;11,865;0,786;0,479
201601;LFLL;MC;I;C;119;3089;24409;0,250;1,278;0,100;0,040
201601;LFLL;LC;O;C;4;1202;1306;0,017;0,117;0,002;0,003
201601;LFLL;CC;M;A;32;869;1258;0,013;0,037;0,007;0,002
201601;LFLL;CC;M;B;514;54925;58882;0,445;2,008;0,117;0,071
201601;LFLL;CC;M;A;1531;61179;61185;0,675;2,136;0,335;0,107
201601;LFLL;CC;M;B;1258;117215;117216;0,954;3,536;0,272;0,151
201601;LFLL;CC;M;C;62;1945;5943;0,118;0,721;0,053;0,019
201601;LFML;LC;I;A;2;15;15;0,001;0,003;0,000;0,000
201601;LFML;LC;I;B;29;2772;2772;0,030;0,108;0,007;0,005
201601;LFML;LC;I;C;14;2390;2817;0,040;0,240;0,011;0,006
201601;LFML;MC;I;A;496;17193;18857;0,228;0,674;0,132;0,036
201601;LFML;MC;I;B;2644;265133;269466;2,768;11,133;0,601;0,439
201601;LFML;MC;I;C;120;748;14821;0,236;1,169;0,086;0,037
201601;LFML;LC;O;C;13;3847;3847;0,033;0,161;0,004;0,005
201601;LFML;CC;M;A;5;0;168;0,002;0,004;0,004;0,000
201601;LFML;CC;M;B;992;117939;124706;1,051;4,391;0,279;0,167
201601;LFML;CC;M;C;49;1167;8538;0,098;0,595;0,007;0,016
201601;LFML;CC;M;A;1022;29435;30764;0,309;0,906;0,394;0,049
201601;LFML;CC;M;B;1102;91915;102186;1,051;4,070;0,311;0,167
201601;LFML;CC;M;C;84;2342;2726;0,171;0,934;0,069;0,027
201601;LFMN;LC;I;A;19;64;64;0,010;0,031;0,002;0,002
201601;LFMN;LC;I;B;2;7;7;0,001;0,003;0,001;0,000
201601;LFMN;LC;I;C;95;23201;28753;0,347;2,488;0,111;0,055
201601;LFMN;MC;I;A;2284;19019;19077;0,454;1,205;1,235;0,072
201601;LFMN;MC;I;B;2707;279351;280297;2,606;10,697;0,601;0,414
201601;LFMN;MC;I;C;5;0;136;0,008;0,026;0,001;0,001
201601;LFMN;CC;M;A;35;88;1001;0,010;0,036;0,018;0,002
201601;LFMN;CC;M;B;1473;204168;204350;1,468;6,306;0,353;0,233
201601;LFMN;CC;M;A;969;26595;26661;0,230;0,686;0,411;0,037
201601;LFMN;CC;M;B;635;63773;63951;0,535;2,142;0,128;0,085
201601;LFMN;CC;M;C;36;0;1739;0,060;0,350;0,011;0,010
201601;LFOB;MC;I;B;1955;283788;283789;2,266;9,423;0,322;0,360
201601;LFOB;CC;M;A;1;36;36;0,000;0,002;0,000;0,000
201601;LFOB;CC;M;B;26;3423;3423;0,031;0,121;0,005;0,005
201601;LFPG;LC;I;A;2;9;9;0,001;0,002;0,001;0,000
201601;LFPG;LC;I;B;170;13519;13794;0,235;0,913;0,076;0,037
201601;LFPG;LC;I;C;7894;1913612;2945274;33,645;205,743;15,768;5,341
201601;LFPG;MC;I;A;3109;153167;168194;2,318;5,945;1,357;0,368
201601;LFPG;MC;I;B;18225;2012630;2091612;21,253;81,170;8,675;3,374
201601;LFPG;MC;I;C;1593;121766;494507;5,091;27,040;1,996;0,808
201601;LFPG;LC;O;C;155;57829;70373;0,674;4,393;0,259;0,107
201601;LFPG;CC;M;A;770;31080;38786;0,454;1,298;0,187;0,072
201601;LFPG;CC;M;B;3278;383721;432654;3,876;15,250;1,575;0,615
201601;LFPG;CC;M;C;174;4073;29703;0,413;2,294;0,166;0,066
201601;LFPO;LC;I;B;58;8149;8149;0,067;0,262;0,011;0,011
201601;LFPO;LC;I;C;257;57247;70304;0,726;3,782;0,138;0,115
201601;LFPO;MC;I;A;359;14316;14333;0,182;0,489;0,121;0,029
201601;LFPO;MC;I;B;7114;901967;911336;7,818;32,325;1,764;1,241
201601;LFPO;MC;I;C;189;34976;44326;0,561;3,204;0,324;0,089
201601;LFPO;LC;O;C;885;312975;367699;3,361;21,077;0,910;0,533
201601;LFPO;CC;M;A;1863;62560;62580;0,545;1,617;0,798;0,087
201601;LFPO;CC;M;B;5907;702116;703519;5,612;23,379;1,226;0,891
201601;LFRS;LC;I;C;8;2547;2547;0,023;0,147;0,014;0,004
201601;LFRS;MC;I;A;450;19532;19532;0,216;0,699;0,050;0,034
201601;LFRS;MC;I;B;720;90883;90904;0,715;2,947;0,136;0,113
201601;LFRS;MC;I;C;50;0;7403;0,089;0,459;0,023;0,014
201601;LFRS;CC;M;A;168;7090;7097;0,045;0,125;0,075;0,007
201601;LFRS;CC;M;B;266;33158;33184;0,245;1,232;0,076;0,039
201601;LFRS;CC;M;C;8;876;876;0,020;0,146;0,014;0,003
201601;LFRS;CC;M;A;621;22723;22723;0,251;0,873;0,085;0,040
201601;LFRS;CC;M;B;859;83858;83860;0,688;2,678;0,180;0,109
201601;LFSB;LC;I;A;8;15;15;0,004;0,014;0,001;0,001
201601;LFSB;LC;I;C;16;0;6132;0,085;0,677;0,027;0,013
201601;LFSB;MC;I;A;1281;29963;32722;0,483;1,488;0,297;0,077
201601;LFSB;MC;I;B;2791;334587;341067;2,763;11,056;0,607;0,438
201601;LFSB;MC;I;C;74;0;15699;0,165;0,856;0,026;0,026
201601;LFSB;CC;M;A;262;13005;13006;0,130;0,407;0,044;0,021
201601;LFSB;CC;M;B;141;9020;9020;0,092;0,307;0,018;0,015
201601;LFSB;CC;M;C;65;0;6557;0,097;0,718;0,003;0,015
201601;LFSB;CC;M;A;11;10;10;0,004;0,013;0,008;0,001
