ANMOIS;APT;FSC;ZON;CAT;MVT;PAX;PEQ;CO2;NOX;COVNM;TSP
200001;LFBD;LC;I;B;4;561;561;0,004;0,021;0,001;0,001
200001;LFBD;LC;I;C;25;2923;4783;0,058;0,287;0,169;0,009
200001;LFBD;MC;I;A;525;14521;14611;0,084;0,236;0,086;0,013
200001;LFBD;MC;I;B;298;14039;15778;0,137;0,473;0,084;0,022
200001;LFBD;MC;I;C;25;0;1958;0,078;0,373;0,109;0,012
200001;LFBD;LC;O;C;7;1222;1222;0,025;0,157;0,049;0,004
200001;LFBD;CC;M;A;31;1614;1614;0,000;0,000;0,000;0,000
200001;LFBD;CC;M;B;1384;129192;138101;1,173;4,990;0,242;0,186
200001;LFBD;CC;M;C;11;1350;1350;0,031;0,210;0,056;0,005
200001;LFBD;CC;M;A;1297;26253;26895;0,360;1,090;0,288;0,057
200001;LFBD;CC;M;B;409;26772;28403;0,413;1,412;0,102;0,066
200001;LFBD;CC;M;C;23;1342;2077;0,058;0,331;0,109;0,009
200001;LFBO;LC;I;A;2;8;8;0,000;0,000;0,000;0,000
200001;LFBO;LC;I;B;18;2862;2863;0,019;0,100;0,005;0,003
200001;LFBO;MC;I;A;1214;34606;35436;0,157;0,375;0,220;0,025
200001;LFBO;MC;I;B;712;57794;58336;0,569;2,497;0,193;0,090
200001;LFBO;MC;I;C;134;20474;26379;0,256;1,477;0,077;0,041
200001;LFBO;LC;O;C;33;9012;9243;0,110;0,689;0,154;0,017
200001;LFBO;CC;M;A;99;938;4269;0,009;0,016;0,016;0,001
200001;LFBO;CC;M;B;2698;244021;253956;2,263;9,529;0,637;0,359
200001;LFBO;CC;M;C;90;2348;15972;0,193;1,092;0,059;0,031
200001;LFBO;CC;M;A;1958;45168;45665;0,433;1,193;0,466;0,069
200001;LFBO;CC;M;B;298;15468;18326;0,177;0,654;0,069;0,028
200001;LFBO;CC;M;C;46;2946;6444;0,103;0,567;0,156;0,016
200001;LFLL;LC;I;A;1;306;309;0,000;0,000;0,000;0,000
200001;LFLL;LC;I;B;2;213;213;0,002;0,010;0,000;0,000
200001;LFLL;LC;I;C;15;2959;3024;0,038;0,209;0,057;0,006
200001;LFLL;MC;I;A;3101;72420;74788;0,797;1,916;0,599;0,126
200001;LFLL;MC;I;B;1651;109348;118720;1,635;5,972;0,677;0,260
