ANMOIS;APT;FSC;ZON;CAT;MVT;PAX;PEQ;CO2;NOX;COVNM;TSP
200101;LFBD;LC;I;B;8;1388;1388;0,008;0,042;0,003;0,001
200101;LFBD;LC;I;C;9;1647;1681;0,020;0,137;0,005;0,003
200101;LFBD;MC;I;A;613;15752;15836;0,135;0,427;0,100;0,021
200101;LFBD;MC;I;B;415;18908;22262;0,179;0,628;0,110;0,028
200101;LFBD;MC;I;C;2;0;0;0,007;0,060;0,002;0,001
200101;LFBD;LC;O;C;8;2431;2432;0,025;0,154;0,042;0,004
200101;LFBD;CC;M;A;13;443;443;0,001;0,003;0,000;0,000
200101;LFBD;CC;M;B;1496;134783;145358;1,218;5,675;0,253;0,193
200101;LFBD;CC;M;C;12;802;802;0,030;0,203;0,005;0,005
200101;LFBD;CC;M;A;1617;36647;36679;0,446;1,285;0,407;0,071
200101;LFBD;CC;M;B;308;21633;23423;0,311;1,135;0,082;0,049
200101;LFBD;CC;M;C;9;1511;1511;0,025;0,173;0,041;0,004
200101;LFBO;LC;I;A;3;11;11;0,001;0,003;0,001;0,000
200101;LFBO;LC;I;B;17;2739;2742;0,019;0,098;0,005;0,003
200101;LFBO;MC;I;A;1688;52277;53439;0,258;0,743;0,208;0,041
200101;LFBO;MC;I;B;478;46925;47239;0,306;1,509;0,091;0,049
200101;LFBO;MC;I;C;190;20361;36403;0,376;2,131;0,157;0,060
200101;LFBO;LC;O;C;33;8354;8438;0,109;0,678;0,106;0,017
200101;LFBO;CC;M;A;103;88;3740;0,014;0,023;0,025;0,002
200101;LFBO;CC;M;B;2679;252817;262370;2,475;10,160;0,646;0,393
200101;LFBO;CC;M;C;104;2169;16799;0,229;1,289;0,088;0,036
200101;LFBO;CC;M;A;2400;54918;55440;0,779;2,065;0,536;0,124
200101;LFBO;CC;M;B;304;14740;18210;0,181;0,680;0,084;0,029
200101;LFBO;CC;M;C;61;2803;10775;0,124;0,645;0,140;0,020
200101;LFLL;LC;I;B;9;1209;1209;0,010;0,050;0,004;0,002
200101;LFLL;LC;I;C;73;9042;10876;0,183;1,045;0,127;0,029
200101;LFLL;MC;I;A;3688;91328;94475;1,167;3,183;0,664;0,185
200101;LFLL;MC;I;B;1663;117216;127958;1,555;5,743;0,516;0,247
200101;LFLL;MC;I;C;191;38635;38747;0,373;2,184;0,151;0,059
200101;LFLL;LC;O;C;31;8818;9206;0,096;0,516;0,138;0,015
200101;LFLL;CC;M;A;45;520;820;0,003;0,006;0,007;0,001
200101;LFLL;CC;M;B;821;63138;73803;0,712;2,893;0,244;0,113
200101;LFLL;CC;M;C;52;2076;8206;0,118;0,704;0,163;0,019
200101;LFLL;CC;M;A;3298;81528;83034;0,881;2,305;1,067;0,140
200101;LFLL;CC;M;B;1155;80079;81448;0,833;2,925;0,288;0,132
200101;LFLL;CC;M;C;31;4588;4816;0,100;0,674;0,206;0,016
200101;LFML;LC;I;B;8;990;990;0,008;0,025;0,001;0,001
200101;LFML;LC;I;C;23;4967;5653;0,072;0,371;0,078;0,011
200101;LFML;MC;I;A;1422;35647;36655;0,371;0,967;0,338;0,059
200101;LFML;MC;I;B;1006;75634;77976;0,871;3,317;0,243;0,138
200101;LFML;MC;I;C;109;12677;13187;0,231;1,220;0,057;0,037
200101;LFML;LC;O;C;21;6735;6780;0,061;0,274;0,086;0,010
200101;LFML;CC;M;A;23;153;615;0,002;0,004;0,005;0,000
200101;LFML;CC;M;B;2560;237487;254563;2,575;10,484;0,883;0,409
200101;LFML;CC;M;C;72;5352;12720;0,200;1,197;0,105;0,032
200101;LFML;CC;M;A;2318;55097;60103;0,627;1,631;0,824;0,100
200101;LFML;CC;M;B;760;39312;49356;0,270;0,964;0,086;0,043
200101;LFML;CC;M;C;67;4064;5842;0,161;1,027;0,207;0,025
200101;LFMN;LC;I;A;4;21;21;0,001;0,001;0,000;0,000
200101;LFMN;LC;I;C;99;9920;12445;0,252;1,404;0,068;0,040
200101;LFMN;MC;I;A;5889;74479;74587;1,150;2,705;2,325;0,183
200101;LFMN;MC;I;B;2111;159310;161941;2,118;7,934;0,406;0,336
200101;LFMN;MC;I;C;140;14595;15052;0,264;1,588;0,034;0,042
200101;LFMN;LC;O;C;10;1985;1985;0,023;0,119;0,003;0,004
200101;LFMN;CC;M;A;11;0;0;0,002;0,005;0,002;0,000
200101;LFMN;CC;M;B;2495;247830;255044;2,701;11,666;0,852;0,429
200101;LFMN;CC;M;C;20;2677;2690;0,063;0,390;0,025;0,010
