ANMOIS;APT;FSC;ZON;CAT;MVT;PAX;PEQ;CO2;NOX;COVNM;TSP
201201;LFBD;LC;I;A;2;6;6;0,001;0,002;0,000;0,000
201201;LFBD;LC;I;B;6;812;812;0,006;0,021;0,001;0,001
201201;LFBD;LC;I;C;5;1725;1725;0,009;0,024;0,001;0,001
201201;LFBD;MC;I;A;403;10171;10285;0,159;0,495;0,069;0,025
201201;LFBD;MC;I;B;740;73242;73442;0,693;2,929;0,169;0,110
201201;LFBD;MC;I;C;90;244;4953;0,161;0,848;0,059;0,026
201201;LFBD;LC;O;C;8;2756;2790;0,031;0,266;0,009;0,005
201201;LFBD;CC;M;A;3;56;56;0,001;0,003;0,002;0,000
201201;LFBD;CC;M;B;1058;127201;132165;1,068;5,175;0,246;0,170
201201;LFBD;CC;M;A;815;22393;22394;0,258;0,872;0,099;0,041
201201;LFBD;CC;M;B;566;56815;56834;0,479;1,958;0,193;0,076
201201;LFBD;CC;M;C;18;2785;2807;0,066;0,513;0,012;0,010
201201;LFBO;LC;I;A;4;21;21;0,003;0,010;0,000;0,000
201201;LFBO;LC;I;B;8;1278;1278;0,008;0,034;0,001;0,001
201201;LFBO;LC;I;C;8;1792;2360;0,029;0,168;0,004;0,005
201201;LFBO;MC;I;A;1046;38315;38892;0,416;1,289;0,107;0,066
201201;LFBO;MC;I;B;1515;125217;127940;1,112;4,449;0,346;0,177
201201;LFBO;MC;I;C;166;7117;31971;0,348;1,940;0,175;0,055
201201;LFBO;LC;O;C;1;0;447;0,003;0,008;0,000;0,000
201201;LFBO;CC;M;A;37;34;869;0,008;0,022;0,018;0,001
201201;LFBO;CC;M;B;2069;262270;271675;2,093;9,805;0,482;0,332
201201;LFBO;CC;M;C;11;0;503;0,029;0,188;0,017;0,005
201201;LFBO;CC;M;A;1112;33819;33829;0,347;1,075;0,204;0,055
201201;LFBO;CC;M;B;639;49320;51149;0,509;2,113;0,199;0,081
201201;LFBO;CC;M;C;107;5090;15854;0,222;1,439;0,111;0,035
201201;LFLL;LC;I;B;8;1239;1239;0,010;0,046;0,001;0,002
201201;LFLL;LC;I;C;9;2922;3492;0,031;0,207;0,016;0,005
201201;LFLL;MC;I;A;2329;86890;88184;0,860;2,625;0,288;0,136
201201;LFLL;MC;I;B;2464;227580;231378;2,046;7,972;0,581;0,325
201201;LFLL;MC;I;C;109;2738;18104;0,224;1,126;0,125;0,036
201201;LFLL;LC;O;C;18;5603;5713;0,071;0,559;0,008;0,011
201201;LFLL;CC;M;A;189;8292;8822;0,053;0,160;0,078;0,008
201201;LFLL;CC;M;B;423;40570;44575;0,384;1,691;0,125;0,061
201201;LFLL;CC;M;C;9;509;509;0,034;0,269;0,005;0,005
201201;LFLL;CC;M;A;1879;61315;61380;0,692;2,118;0,527;0,110
201201;LFLL;CC;M;B;1587;132060;133192;1,247;4,726;0,426;0,198
201201;LFLL;CC;M;C;52;898;3687;0,111;0,675;0,057;0,018
201201;LFML;LC;I;A;1;8;8;0,000;0,001;0,000;0,000
201201;LFML;LC;I;B;19;2814;2814;0,022;0,091;0,006;0,003
201201;LFML;LC;I;C;20;5701;6087;0,066;0,390;0,008;0,011
201201;LFML;MC;I;A;1143;36927;39826;0,385;1,176;0,341;0,061
201201;LFML;MC;I;B;2141;187597;190912;2,178;8,771;0,588;0,346
201201;LFML;MC;I;C;152;4163;16247;0,294;1,413;0,134;0,047
