ANMOIS;APT;FSC;ZON;CAT;MVT;PAX;PEQ;CO2;NOX;COVNM;TSP
200601;LFPG;LC;I;A;1;4;4;0,000;0,001;0,001;0,000
200601;LFPG;LC;I;B;247;21240;21520;0,354;1,440;0,207;0,056
200601;LFPG;LC;I;C;7681;1579671;2510658;31,757;174,615;22,990;5,041
200601;LFPG;MC;I;A;8039;271062;296193;4,725;12,015;3,249;0,750
200601;LFPG;MC;I;B;19405;1700598;1747231;23,813;91,348;8,787;3,780
200601;LFPG;MC;I;C;1377;115245;311878;4,104;22,155;2,849;0,651
200601;LFPG;LC;O;C;80;19990;40135;0,368;2,656;0,247;0,058
200601;LFPG;CC;M;A;870;19951;35935;0,414;1,071;0,481;0,066
200601;LFPG;CC;M;B;4066;356383;504303;4,693;16,707;1,931;0,745
200601;LFPG;CC;M;C;128;1385;34635;0,314;1,743;0,065;0,050
200601;LFPO;LC;I;B;192;15824;17145;0,243;1,058;0,082;0,039
200601;LFPO;LC;I;C;176;70158;80301;0,751;3,944;0,202;0,119
200601;LFPO;MC;I;A;448;13197;13197;0,253;0,626;0,132;0,040
200601;LFPO;MC;I;B;5391;531611;554206;5,913;26,274;1,634;0,939
200601;LFPO;MC;I;C;386;58176;79182;1,060;5,740;0,890;0,168
200601;LFPO;LC;O;C;618;249887;278487;2,689;14,178;3,331;0,427
200601;LFPO;CC;M;A;2326;59197;59218;0,710;1,981;0,792;0,113
200601;LFPO;CC;M;B;9261;956172;960024;9,198;38,636;3,228;1,460
200601;LFPO;CC;M;C;16;4862;5557;0,069;0,379;0,008;0,011
200602;LFPG;LC;I;B;224;18163;18532;0,318;1,289;0,191;0,051
200602;LFPG;LC;I;C;6881;1380639;2245659;28,489;156,399;20,663;4,522
200602;LFPG;MC;I;A;7264;261414;265326;4,260;10,910;2,887;0,676
200602;LFPG;MC;I;B;18059;1669245;1714561;22,117;85,049;8,211;3,511
200602;LFPG;MC;I;C;1325;109173;224744;3,913;21,052;2,691;0,621
200602;LFPG;LC;O;C;81;18407;33869;0,365;2,560;0,258;0,058
200602;LFPG;CC;M;A;784;21455;29341;0,378;0,976;0,417;0,060
