ANMOIS;APT;FSC;ZON;CAT;MVT;PAX;PEQ;CO2;NOX;COVNM;TSP
200901;LFPG;LC;I;A;1;2;2;0,001;0,001;0,000;0,000
200901;LFPG;LC;I;B;379;30462;31019;0,537;2,251;0,324;0,085
200901;LFPG;LC;I;C;7538;1545390;2664450;31,356;176,324;19,112;4,977
200901;LFPG;MC;I;A;7353;267352;300443;4,420;11,333;2,945;0,702
200901;LFPG;MC;I;B;19426;1769204;1818993;23,211;89,515;9,922;3,684
200901;LFPG;MC;I;C;1492;117926;503376;4,595;24,438;2,204;0,729
200901;LFPG;LC;O;C;81;24677;32502;0,343;2,452;0,044;0,054
200901;LFPG;CC;M;A;660;17947;23355;0,308;0,793;0,369;0,049
200901;LFPG;CC;M;B;4023;332864;430184;4,631;16,520;2,062;0,735
200901;LFPG;CC;M;C;125;1672;21188;0,299;1,613;0,126;0,047
200901;LFPO;LC;I;B;168;13864;14545;0,207;0,885;0,079;0,033
200901;LFPO;LC;I;C;300;63069;66952;0,879;4,554;0,216;0,139
200901;LFPO;MC;I;A;541;14814;14830;0,281;0,712;0,172;0,045
200901;LFPO;MC;I;B;5949;631391;655376;6,434;29,049;1,930;1,021
200901;LFPO;MC;I;C;210;33045;43427;0,567;2,996;0,553;0,090
200901;LFPO;LC;O;C;707;254340;294218;2,814;18,453;0,965;0,447
200901;LFPO;CC;M;A;1659;41529;41533;0,537;1,586;0,456;0,085
200901;LFPO;CC;M;B;7633;753870;756734;7,699;31,923;2,719;1,222
200901;LFPO;CC;M;C;14;2929;3026;0,065;0,372;0,007;0,010
200902;LFPG;LC;I;B;320;22640;23065;0,449;1,818;0,279;0,071
200902;LFPG;LC;I;C;6747;1352019;2349425;28,347;159,260;17,649;4,499
200902;LFPG;MC;I;A;7018;253299;282297;4,183;10,629;2,883;0,664
200902;LFPG;MC;I;B;18599;1720976;1766762;22,163;85,110;9,571;3,518
200902;LFPG;MC;I;C;1362;104392;403203;4,179;22,104;2,072;0,663
200902;LFPG;LC;O;C;68;19768;26514;0,288;2,046;0,040;0,046
200902;LFPG;CC;M;A;690;20377;25342;0,355;0,934;0,374;0,056
200902;LFPG;CC;M;B;3675;318221;437590;4,238;15,157;1,851;0,673
200902;LFPG;CC;M;C;122;2658;16251;0,295;1,565;0,150;0,047
200902;LFPO;LC;I;B;164;13977;14753;0,202;0,863;0,076;0,032
200902;LFPO;LC;I;C;275;62933;67872;0,815;4,210;0,192;0,129
200902;LFPO;MC;I;A;695;21127;21150;0,339;0,878;0,213;0,054
200902;LFPO;MC;I;B;5470;634329;657826;5,908;26,708;1,784;0,938
200902;LFPO;MC;I;C;196;29404;39346;0,527;2,745;0,520;0,084
200902;LFPO;LC;O;C;600;197321;227761;2,360;15,594;0,827;0,375
200902;LFPO;CC;M;A;1735;49080;49082;0,584;1,664;0,435;0,093
200902;LFPO;CC;M;B;7321;733760;736402;7,363;30,729;2,585;1,169
200902;LFPO;CC;M;C;21;4776;5004;0,091;0,514;0,010;0,014
200903;LFPG;LC;I;A;2;10;10;0,001;0,002;0,001;0,000
200903;LFPG;LC;I;B;349;22677;23218;0,488;1,964;0,306;0,077
200903;LFPG;LC;I;C;7603;1588658;2645115;31,697;178,612;19,770;5,031
200903;LFPG;MC;I;A;8149;302563;336598;4,849;12,320;3,379;0,770
200903;LFPG;MC;I;B;21838;2061023;2112324;26,058;100,055;11,017;4,136
200903;LFPG;MC;I;C;1557;125973;367334;4,799;25,761;2,251;0,762
200903;LFPG;LC;O;C;73;22881;29454;0,299;2,105;0,052;0,048
200903;LFPG;CC;M;A;923;30857;36364;0,534;1,438;0,496;0,085
200903;LFPG;CC;M;B;4062;363765;503503;4,701;16,916;2,091;0,746
200903;LFPG;CC;M;C;130;3211;10495;0,303;1,655;0,119;0,048
200903;LFPO;LC;I;B;170;13879;14805;0,206;0,875;0,081;0,033
200903;LFPO;LC;I;C;284;68336;74358;0,883;4,589;0,234;0,140
200903;LFPO;MC;I;A;805;25306;25331;0,393;1,020;0,248;0,062
200903;LFPO;MC;I;B;6149;738851;761793;6,667;30,462;2,040;1,058
200903;LFPO;MC;I;C;233;36956;51359;0,618;3,204;0,592;0,098
200903;LFPO;LC;O;C;643;201906;246799;2,547;16,814;0,906;0,404
200903;LFPO;CC;M;A;2058;57428;57436;0,695;1,981;0,522;0,110
200903;LFPO;CC;M;B;8439;857143;860329;8,501;35,377;2,957;1,349
200903;LFPO;CC;M;C;29;6559;7589;0,128;0,737;0,013;0,020
200904;LFPG;LC;I;B;345;20942;21477;0,481;1,959;0,303;0,076
200904;LFPG;LC;I;C;7568;1641558;2659679;31,294;175,996;18,947;4,967
200904;LFPG;MC;I;A;6936;291235;306386;4,198;10,629;2,834;0,666
200904;LFPG;MC;I;B;22978;2501806;2551812;27,610;106,860;11,256;4,383
200904;LFPG;MC;I;C;1675;172876;441101;5,187;28,071;2,111;0,823
200904;LFPG;LC;O;C;71;22815;30573;0,284;2,038;0,034;0,045
200904;LFPG;CC;M;A;900;30748;33472;0,497;1,346;0,476;0,079
200904;LFPG;CC;M;B;3973;393237;521561;4,586;16,634;2,113;0,728
200904;LFPG;CC;M;C;168;4377;14177;0,404;2,273;0,122;0,064
200904;LFPO;LC;I;B;120;9985;10421;0,142;0,595;0,066;0,023
200904;LFPO;LC;I;C;261;59606;64073;0,779;4,032;0,200;0,124
200904;LFPO;MC;I;A;954;33811;33838;0,420;1,078;0,319;0,067
200904;LFPO;MC;I;B;6766;868661;890497;7,333;33,356;2,200;1,164
200904;LFPO;MC;I;C;331;69282;90162;0,924;4,610;0,865;0,147
200904;LFPO;LC;O;C;614;212809;268122;2,482;16,415;0,888;0,394
200904;LFPO;CC;M;A;2196;67297;67324;0,746;2,126;0,598;0,118
200904;LFPO;CC;M;B;8192;916942;920167;8,318;34,907;2,913;1,320
200904;LFPO;CC;M;C;14;4673;4894;0,058;0,318;0,006;0,009
200905;LFPG;LC;I;B;352;18244;18809;0,488;1,992;0,318;0,078
200905;LFPG;LC;I;C;7769;1600988;2625056;31,967;181,098;19,384;5,074
200905;LFPG;MC;I;A;7058;292469;318975;4,307;10,917;2,835;0,684
200905;LFPG;MC;I;B;23426;2490740;2541710;28,142;108,398;11,556;4,467
200905;LFPG;MC;I;C;1695;155402;412904;5,280;28,581;2,189;0,838
200905;LFPG;LC;O;C;82;25404;36345;0,352;2,535;0,086;0,056
200905;LFPG;CC;M;A;980;36145;40629;0,579;1,592;0,523;0,092
200905;LFPG;CC;M;B;3895;402885;487938;4,491;16,584;2,163;0,713
200905;LFPG;CC;M;C;148;3261;12097;0,366;2,127;0,107;0,058
200905;LFPO;LC;I;B;72;4960;5274;0,084;0,358;0,045;0,013
200905;LFPO;LC;I;C;256;41023;45008;0,724;3,767;0,119;0,115
200905;LFPO;MC;I;A;914;30787;30824;0,391;1,003;0,309;0,062
200905;LFPO;MC;I;B;7094;876822;896440;7,652;34,522;2,303;1,215
200905;LFPO;MC;I;C;333;60074;87356;0,894;4,474;0,864;0,142
200905;LFPO;LC;O;C;560;199009;241200;2,239;14,493;0,760;0,355
200905;LFPO;CC;M;A;1885;61506;61538;0,660;1,883;0,491;0,105
200905;LFPO;CC;M;B;8087;917466;920352;8,164;33,800;2,905;1,296
200905;LFPO;CC;M;C;13;3884;3948;0,060;0,314;0,055;0,010
200906;LFPG;LC;I;A;3;17;17;0,002;0,004;0,001;0,000
200906;LFPG;LC;I;B;364;22256;22872;0,510;2,106;0,329;0,081
200906;LFPG;LC;I;C;7712;1672828;2807200;31,760;178,797;19,358;5,041
200906;LFPG;MC;I;A;7141;308652;337247;4,340;11,025;2,882;0,689
200906;LFPG;MC;I;B;22720;2493341;2541442;27,313;105,149;11,293;4,335
200906;LFPG;MC;I;C;1708;158170;563870;5,265;28,419;2,175;0,836
200906;LFPG;LC;O;C;77;25158;39738;0,361;2,598;0,144;0,057
200906;LFPG;CC;M;A;1023;36819;42127;0,579;1,583;0,533;0,092
200906;LFPG;CC;M;B;3901;395809;525101;4,498;16,387;2,047;0,714
200906;LFPG;CC;M;C;173;3810;22992;0,433;2,490;0,118;0,069
200906;LFPO;LC;I;B;73;5701;5934;0,089;0,402;0,046;0,014
200906;LFPO;LC;I;C;275;44642;49522;0,767;3,932;0,128;0,122
200906;LFPO;MC;I;A;987;35144;35155;0,435;1,121;0,324;0,069
200906;LFPO;MC;I;B;6593;829578;849349;7,125;32,176;2,199;1,131
200906;LFPO;MC;I;C;310;56896;78342;0,827;4,254;0,793;0,131
200906;LFPO;LC;O;C;578;202196;243368;2,304;14,696;0,748;0,366
200906;LFPO;CC;M;A;2225;72869;72925;0,765;2,192;0,599;0,121
200906;LFPO;CC;M;B;8391;1009371;1012748;8,588;36,312;2,968;1,363
200906;LFPO;CC;M;C;15;2957;3089;0,061;0,349;0,007;0,010
