ANMOIS;APT;FSC;ZON;CAT;MVT;PAX;PEQ;CO2;NOX;COVNM;TSP
200401;LFBD;LC;I;B;5;827;827;0,007;0,047;0,001;0,001
200401;LFBD;MC;I;A;632;12343;12347;0,213;0,665;0,130;0,034
200401;LFBD;MC;I;B;337;18787;20566;0,333;1,382;0,049;0,053
200401;LFBD;MC;I;C;5;0;200;0,006;0,023;0,001;0,001
200401;LFBD;CC;M;A;45;0;1095;0,009;0,017;0,017;0,002
200401;LFBD;CC;M;B;1092;113680;119982;1,103;5,526;0,251;0,175
200401;LFBD;CC;M;A;914;19870;19872;0,289;0,814;0,205;0,046
200401;LFBD;CC;M;B;457;29705;29709;0,246;1,013;0,059;0,039
200401;LFBD;CC;M;C;37;0;1376;0,057;0,342;0,010;0,009
200401;LFBO;LC;I;B;30;4185;4185;0,035;0,162;0,011;0,006
200401;LFBO;LC;I;C;8;1715;1715;0,015;0,081;0,001;0,002
200401;LFBO;MC;I;A;1636;53123;54172;0,397;1,170;0,196;0,063
200401;LFBO;MC;I;B;845;74074;74824;0,738;3,053;0,161;0,117
200401;LFBO;MC;I;C;133;14900;27976;0,267;1,512;0,108;0,042
200401;LFBO;CC;M;A;79;32;2423;0,014;0,037;0,023;0,002
200401;LFBO;CC;M;B;2077;232511;246320;2,005;8,707;0,423;0,318
200401;LFBO;CC;M;C;9;431;431;0,018;0,089;0,001;0,003
200401;LFBO;CC;M;A;1154;32903;32907;0,406;1,172;0,240;0,064
200401;LFBO;CC;M;B;341;21799;23197;0,186;0,786;0,077;0,030
200401;LFBO;CC;M;C;73;0;7104;0,066;0,347;0,039;0,010
200401;LFLL;LC;I;B;23;2887;2890;0,027;0,130;0,007;0,004
200401;LFLL;LC;I;C;11;2927;2946;0,038;0,237;0,061;0,006
200401;LFLL;MC;I;A;3251;89431;90042;1,134;3,187;0,467;0,180
200401;LFLL;MC;I;B;1450;129608;133119;1,290;5,002;0,354;0,205
200401;LFLL;MC;I;C;223;27885;39274;0,342;2,144;0,058;0,054
200401;LFLL;LC;O;C;19;4963;5195;0,046;0,236;0,012;0,007
200401;LFLL;CC;M;A;86;93;1844;0,015;0,026;0,030;0,002
200401;LFLL;CC;M;B;704;57827;62860;0,608;2,551;0,187;0,097
200401;LFLL;CC;M;C;2;277;290;0,005;0,034;0,002;0,001
200401;LFLL;CC;M;A;2244;62528;63367;0,768;2,269;0,561;0,122
200401;LFLL;CC;M;B;1261;87533;87569;0,730;2,887;0,211;0,116
200401;LFLL;CC;M;C;68;3801;5548;0,078;0,531;0,010;0,012
200401;LFML;LC;I;A;2;6;6;0,001;0,002;0,001;0,000
200401;LFML;LC;I;B;49;6605;6647;0,057;0,236;0,015;0,009
200401;LFML;LC;I;C;25;5104;5618;0,083;0,475;0,017;0,013
200401;LFML;MC;I;A;990;32547;32656;0,259;0,702;0,238;0,041
200401;LFML;MC;I;B;1048;88549;91134;1,145;4,537;0,291;0,182
200401;LFML;MC;I;C;44;6661;7373;0,099;0,590;0,074;0,016
200401;LFML;LC;O;C;11;4229;4291;0,032;0,156;0,009;0,005
200401;LFML;CC;M;A;84;37;3135;0,003;0,004;0,005;0,000
200401;LFML;CC;M;B;1740;169371;181611;1,686;6,736;0,569;0,268
200401;LFML;CC;M;C;57;3190;9410;0,148;0,832;0,043;0,023
200401;LFML;CC;M;A;1144;26717;28769;0,322;0,864;0,414;0,051
200401;LFML;CC;M;B;1034;57391;63699;0,320;1,174;0,130;0,051
200401;LFML;CC;M;C;92;1687;6830;0,183;1,032;0,036;0,029
200401;LFMN;LC;I;A;5;27;27;0,002;0,008;0,001;0,000
200401;LFMN;LC;I;C;63;6655;8011;0,165;1,004;0,033;0,026
200401;LFMN;MC;I;A;3908;63773;64074;0,851;2,154;1,431;0,135
200401;LFMN;MC;I;B;2175;174850;176332;1,751;7,051;0,377;0,278
200401;LFMN;MC;I;C;31;4287;4411;0,061;0,352;0,019;0,010
200401;LFMN;CC;M;A;35;3;390;0,002;0,004;0,007;0,000
200401;LFMN;CC;M;B;1956;228081;232466;1,920;8,671;0,503;0,305
200401;LFMN;CC;M;C;1;44;44;0,002;0,005;0,001;0,000
200401;LFMN;CC;M;A;2321;51010;52742;0,770;1,954;0,676;0,122
200401;LFMN;CC;M;B;303;17178;17184;0,019;0,079;0,005;0,003
200401;LFMN;CC;M;C;1;0;0;0,001;0,002;0,000;0,000
200401;LFOB;MC;I;A;3;6;6;0,001;0,002;0,007;0,000
200401;LFOB;MC;I;B;621;65180;65180;0,784;3,438;0,412;0,124
200401;LFOB;MC;I;C;2;314;314;0,004;0,023;0,000;0,001
200401;LFOB;CC;M;B;1;0;0;0,002;0,010;0,001;0,000
200401;LFOB;CC;M;A;2;4;4;0,000;0,000;0,000;0,000
200401;LFPG;LC;I;A;9;1188;1867;0,002;0,004;0,002;0,000
200401;LFPG;LC;I;B;139;17865;18140;0,202;0,821;0,091;0,032
200401;LFPG;LC;I;C;6825;1362492;2280015;27,954;147,856;23,100;4,437
200401;LFPG;MC;I;A;7194;233934;238799;2,353;6,223;1,544;0,374
200401;LFPG;MC;I;B;20060;1535384;1580507;23,718;88,184;7,684;3,765
200401;LFPG;MC;I;C;1494;110913;410924;4,133;23,224;2,666;0,656
200401;LFPG;LC;O;C;140;44593;57080;0,611;3,879;0,654;0,097
200401;LFPG;CC;M;A;968;16244;26107;0,339;0,849;0,436;0,054
200401;LFPG;CC;M;B;4058;343155;424013;4,281;15,838;1,577;0,680
