ANMOIS;APT;FSC;ZON;CAT;MVT;PAX;PEQ;CO2;NOX;COVNM;TSP
200301;LFBD;LC;I;B;20;3292;3292;0,021;0,110;0,005;0,003
200301;LFBD;LC;I;C;1;398;398;0,003;0,006;0,000;0,000
200301;LFBD;MC;I;A;569;10737;10737;0,207;0,665;0,099;0,033
200301;LFBD;MC;I;B;333;17744;19400;0,293;1,195;0,041;0,046
200301;LFBD;MC;I;C;15;192;210;0,032;0,216;0,009;0,005
200301;LFBD;CC;M;A;3;0;30;0,000;0,001;0,000;0,000
200301;LFBD;CC;M;B;1094;117753;129217;1,129;5,815;0,246;0,179
200301;LFBD;CC;M;C;1;398;398;0,006;0,048;0,001;0,001
200301;LFBD;CC;M;A;1287;34813;34827;0,342;1,011;0,266;0,054
200301;LFBD;CC;M;B;347;21968;23405;0,285;1,166;0,067;0,045
200301;LFBD;CC;M;C;39;0;1688;0,057;0,333;0,010;0,009
200301;LFBO;LC;I;A;2;7;7;0,001;0,002;0,000;0,000
200301;LFBO;LC;I;B;36;4576;4576;0,040;0,187;0,008;0,006
200301;LFBO;LC;I;C;2;326;326;0,004;0,023;0,003;0,001
200301;LFBO;MC;I;A;1767;51356;52788;0,430;1,243;0,246;0,068
200301;LFBO;MC;I;B;614;53911;54492;0,562;2,438;0,110;0,089
200301;LFBO;MC;I;C;186;23127;39014;0,387;2,252;0,188;0,061
200301;LFBO;CC;M;A;102;33;3577;0,013;0,021;0,022;0,002
200301;LFBO;CC;M;B;2170;243679;253072;2,191;9,518;0,554;0,348
200301;LFBO;CC;M;C;45;625;8564;0,094;0,534;0,019;0,015
200301;LFBO;CC;M;A;1488;38436;38445;0,497;1,381;0,357;0,079
200301;LFBO;CC;M;B;391;22126;23551;0,253;1,090;0,096;0,040
200301;LFBO;CC;M;C;86;122;9798;0,089;0,470;0,057;0,014
200301;LFLL;LC;I;B;24;1932;1932;0,027;0,129;0,008;0,004
200301;LFLL;LC;I;C;8;2080;2107;0,015;0,040;0,005;0,002
200301;LFLL;MC;I;A;3636;97606;99135;1,261;3,540;0,503;0,200
200301;LFLL;MC;I;B;1358;111073;116418;1,240;4,748;0,337;0,197
200301;LFLL;MC;I;C;293;43690;54672;0,546;3,322;0,329;0,087
200301;LFLL;LC;O;C;8;2242;2333;0,023;0,135;0,003;0,004
200301;LFLL;CC;M;A;74;194;1417;0,014;0,026;0,027;0,002
200301;LFLL;CC;M;B;623;56064;57075;0,521;2,207;0,174;0,083
