ANMOIS;APT;FSC;ZON;CAT;MVT;PAX;PEQ;CO2;NOX;COVNM;TSP
200801;LFPG;LC;I;A;2;5;5;0,003;0,009;0,001;0,000
200801;LFPG;LC;I;B;381;29665;30323;0,543;2,272;0,324;0,086
200801;LFPG;LC;I;C;8020;1651409;2897672;33,424;187,493;22,138;5,305
200801;LFPG;MC;I;A;7799;279010;321730;4,644;12,000;3,098;0,737
200801;LFPG;MC;I;B;21583;1924897;1985301;25,993;100,740;10,862;4,126
200801;LFPG;MC;I;C;1406;114880;492891;4,218;22,431;2,472;0,670
200801;LFPG;LC;O;C;82;24960;35290;0,350;2,395;0,067;0,056
200801;LFPG;CC;M;A;712;19846;25719;0,347;0,886;0,507;0,055
200801;LFPG;CC;M;B;4020;354078;523334;4,571;16,151;2,131;0,726
200801;LFPG;CC;M;C;73;1130;20762;0,183;1,019;0,031;0,029
200801;LFPO;LC;I;A;1;14;14;0,000;0,001;0,000;0,000
200801;LFPO;LC;I;B;182;15866;16304;0,227;0,993;0,084;0,036
200801;LFPO;LC;I;C;222;65315;70449;0,783;4,078;0,130;0,124
200801;LFPO;MC;I;A;559;13057;13072;0,293;0,745;0,146;0,047
200801;LFPO;MC;I;B;6784;681346;704865;7,423;33,324;2,110;1,178
200801;LFPO;MC;I;C;295;48970;69253;0,821;4,480;0,563;0,130
200801;LFPO;LC;O;C;692;262617;301325;2,812;18,713;1,008;0,446
200801;LFPO;CC;M;A;2060;60026;60026;0,751;2,178;0,618;0,119
200801;LFPO;CC;M;B;8667;871347;874824;8,703;36,221;3,014;1,381
200801;LFPO;CC;M;C;21;5561;5741;0,076;0,404;0,012;0,012
200802;LFPG;LC;I;A;1;8;8;0,001;0,001;0,001;0,000
200802;LFPG;LC;I;B;329;24882;25453;0,471;1,980;0,278;0,075
200802;LFPG;LC;I;C;7385;1477214;2770726;31,036;173,624;20,039;4,926
200802;LFPG;MC;I;A;7812;291740;337613;4,666;12,014;3,151;0,741
200802;LFPG;MC;I;B;20391;1923641;1983088;24,596;94,869;10,032;3,904
200802;LFPG;MC;I;C;1278;88837;484035;3,850;20,392;2,254;0,611
200802;LFPG;LC;O;C;74;19337;28417;0,310;2,156;0,046;0,049
200802;LFPG;CC;M;A;781;24268;30179;0,422;1,102;0,543;0,067
200802;LFPG;CC;M;B;3742;341286;503808;4,274;15,232;1,983;0,678
200802;LFPG;CC;M;C;73;1751;22572;0,178;0,953;0,035;0,028
200802;LFPO;LC;I;B;157;14724;14972;0,194;0,833;0,072;0,031
200802;LFPO;LC;I;C;219;66468;72783;0,802;4,213;0,109;0,127
200802;LFPO;MC;I;A;533;13105;13105;0,272;0,694;0,132;0,043
200802;LFPO;MC;I;B;5883;654950;673542;6,385;29,072;1,952;1,013
200802;LFPO;MC;I;C;312;52129;71976;0,845;4,462;0,627;0,134
200802;LFPO;LC;O;C;621;224948;268884;2,504;16,732;0,918;0,397
200802;LFPO;CC;M;A;1817;53630;53636;0,655;1,893;0,539;0,104
200802;LFPO;CC;M;B;7739;781344;784518;7,842;32,834;2,707;1,245
200802;LFPO;CC;M;C;15;2878;3121;0,069;0,404;0,007;0,011
200803;LFPG;LC;I;B;352;26440;27105;0,497;2,061;0,300;0,079
200803;LFPG;LC;I;C;8019;1732468;3125654;33,647;188,186;21,283;5,341
200803;LFPG;MC;I;A;7700;319084;357749;4,617;11,884;3,042;0,733
200803;LFPG;MC;I;B;22438;2346291;2406611;27,057;104,063;11,108;4,295
200803;LFPG;MC;I;C;1504;128529;524951;4,515;23,913;2,504;0,717
200803;LFPG;LC;O;C;80;23311;32340;0,335;2,344;0,051;0,053
200803;LFPG;CC;M;A;739;23807;29052;0,392;1,029;0,506;0,062
200803;LFPG;CC;M;B;4023;381888;538456;4,576;16,333;2,157;0,726
200803;LFPG;CC;M;C;117;2866;23820;0,285;1,486;0,118;0,045
200803;LFPO;LC;I;B;181;15698;16358;0,228;1,005;0,068;0,036
200803;LFPO;LC;I;C;215;64877;73459;0,749;3,895;0,109;0,119
200803;LFPO;MC;I;A;617;18214;18227;0,319;0,825;0,150;0,051
200803;LFPO;MC;I;B;6960;827308;850386;7,537;34,104;2,305;1,196
