ANMOIS;APT;FSC;ZON;CAT;MVT;PAX;PEQ;CO2;NOX;COVNM;TSP
200401;LFPG;LC;I;A;9;1188;1867;0,003;0,009;0,003;0,001
200401;LFPG;LC;I;B;139;17865;18140;0,202;0,821;0,091;0,032
200401;LFPG;LC;I;C;6825;1362492;2280015;27,977;147,936;23,097;4,441
200401;LFPG;MC;I;A;7194;233934;238799;4,475;11,139;2,926;0,710
200401;LFPG;MC;I;B;20060;1535384;1580507;25,172;93,725;8,034;3,996
200401;LFPG;MC;I;C;1494;110913;410924;4,272;24,027;2,682;0,678
200401;LFPG;LC;O;C;140;44593;57080;0,611;3,879;0,654;0,097
200401;LFPG;CC;M;A;968;16244;26107;0,415;1,030;0,485;0,066
200401;LFPG;CC;M;B;4058;343155;424013;4,801;17,216;1,845;0,762
200401;LFPG;CC;M;C;118;3180;30317;0,310;1,707;0,071;0,049
200401;LFPO;LC;I;B;109;8808;9393;0,136;0,554;0,038;0,022
200401;LFPO;LC;I;C;194;67690;74448;0,776;4,323;0,367;0,123
200401;LFPO;MC;I;A;635;14966;14966;0,312;0,863;0,159;0,050
200401;LFPO;MC;I;B;4197;380376;407513;4,641;20,103;1,260;0,737
200401;LFPO;MC;I;C;657;104202;136284;1,619;8,441;1,360;0,257
200401;LFPO;LC;O;C;601;233150;263290;2,698;15,200;4,038;0,428
200401;LFPO;CC;M;A;1919;45501;45544;0,561;1,389;0,658;0,089
200401;LFPO;CC;M;B;9238;934747;939081;9,222;38,287;2,937;1,464
200401;LFPO;CC;M;C;36;9894;11201;0,121;0,569;0,033;0,019
200402;LFPG;LC;I;A;2;258;540;0,000;0,000;0,000;0,000
200402;LFPG;LC;I;B;158;17428;17576;0,224;0,891;0,113;0,035
200402;LFPG;LC;I;C;6454;1238417;2209577;26,560;140,086;22,167;4,216
200402;LFPG;MC;I;A;6982;240824;254140;4,344;10,797;2,857;0,689
200402;LFPG;MC;I;B;19338;1595563;1641131;24,181;90,573;7,692;3,838
200402;LFPG;MC;I;C;1503;118786;391576;4,254;24,160;2,340;0,675
200402;LFPG;LC;O;C;135;42980;57389;0,576;3,622;0,622;0,091
200402;LFPG;CC;M;A;977;18249;28305;0,452;1,120;0,473;0,072
200402;LFPG;CC;M;B;3846;351491;424187;4,555;16,427;1,777;0,723
200402;LFPG;CC;M;C;156;2644;32726;0,394;2,068;0,100;0,062
200402;LFPO;LC;I;B;91;7966;8542;0,112;0,457;0,031;0,018
200402;LFPO;LC;I;C;170;63589;70546;0,713;3,993;0,258;0,113
200402;LFPO;MC;I;A;517;13172;13172;0,261;0,707;0,128;0,041
200402;LFPO;MC;I;B;3828;397649;422941;4,236;18,303;1,128;0,672
200402;LFPO;MC;I;C;583;98938;132323;1,386;7,139;0,845;0,220
200402;LFPO;LC;O;C;573;207977;246872;2,471;13,816;3,491;0,392
