ANMOIS;APT;FSC;ZON;CAT;MVT;PAX;PEQ;CO2;NOX;COVNM;TSP
201101;LFPG;LC;I;A;1;3;3;0,000;0,002;0,000;0,000
201101;LFPG;LC;I;B;344;30697;31589;0,418;1,729;0,177;0,066
201101;LFPG;LC;I;C;7785;1627291;2786809;32,526;188,749;17,056;5,163
201101;LFPG;MC;I;A;5310;223646;244881;3,578;9,057;2,460;0,568
201101;LFPG;MC;I;B;19692;1870731;1952122;23,539;90,172;9,845;3,736
201101;LFPG;MC;I;C;1558;122538;498290;4,967;26,135;2,207;0,788
201101;LFPG;LC;O;C;78;30444;43777;0,381;2,511;0,214;0,060
201101;LFPG;CC;M;A;1011;34202;48310;0,488;1,336;0,440;0,077
201101;LFPG;CC;M;B;3770;357665;462824;4,356;16,241;1,991;0,691
201101;LFPG;CC;M;C;180;3072;31408;0,412;2,344;0,137;0,065
201101;LFPO;LC;I;B;60;8324;8337;0,078;0,388;0,023;0,012
201101;LFPO;LC;I;C;300;55432;60907;0,946;4,819;0,133;0,150
201101;LFPO;MC;I;A;715;21548;21561;0,193;0,408;0,273;0,031
201101;LFPO;MC;I;B;6256;703034;719854;6,964;31,569;1,925;1,105
201101;LFPO;MC;I;C;188;32786;36960;0,501;2,699;0,477;0,080
201101;LFPO;LC;O;C;695;250075;277270;2,732;17,843;0,837;0,434
201101;LFPO;CC;M;A;2412;78120;78131;0,867;2,515;0,676;0,138
201101;LFPO;CC;M;B;7238;757703;760213;7,229;30,905;2,270;1,148
201101;LFPO;CC;M;C;39;9243;10294;0,196;1,010;0,021;0,031
201102;LFPG;LC;I;A;1;3;3;0,000;0,002;0,000;0,000
201102;LFPG;LC;I;B;281;25534;27097;0,336;1,366;0,136;0,053
201102;LFPG;LC;I;C;6896;1406331;2555107;28,722;166,953;14,963;4,559
201102;LFPG;MC;I;A;5053;210838;232009;3,336;8,547;2,311;0,529
201102;LFPG;MC;I;B;18810;1856609;1937946;22,334;85,818;9,362;3,545
201102;LFPG;MC;I;C;1439;99522;472412;4,564;23,905;2,158;0,724
201102;LFPG;LC;O;C;66;24479;35258;0,317;2,128;0,168;0,050
201102;LFPG;CC;M;A;916;31866;45571;0,440;1,210;0,372;0,070
201102;LFPG;CC;M;B;3492;334076;434825;4,035;15,041;1,833;0,641
201102;LFPG;CC;M;C;175;3418;33685;0,411;2,317;0,139;0,065
201102;LFPO;LC;I;B;56;7335;7364;0,072;0,362;0,021;0,011
201102;LFPO;LC;I;C;283;57890;68674;0,885;4,612;0,131;0,140
201102;LFPO;MC;I;A;789;25470;25476;0,212;0,445;0,293;0,034
201102;LFPO;MC;I;B;5729;687213;705960;6,445;29,547;1,815;1,023
201102;LFPO;MC;I;C;159;25470;30383;0,417;2,267;0,413;0,066
201102;LFPO;LC;O;C;612;228233;254079;2,434;15,952;0,728;0,386
201102;LFPO;CC;M;A;2360;76461;76492;0,837;2,461;0,610;0,133
201102;LFPO;CC;M;B;6671;717203;719598;6,666;28,262;2,088;1,058
201102;LFPO;CC;M;C;41;10124;11293;0,190;0,996;0,021;0,030
201103;LFPG;LC;I;B;314;27835;29377;0,374;1,550;0,152;0,059
201103;LFPG;LC;I;C;7832;1619573;2995923;32,474;189,616;17,016;5,155
201103;LFPG;MC;I;A;5677;255978;276083;3,745;9,747;2,485;0,594
201103;LFPG;MC;I;B;21557;2173150;2256189;25,307;98,059;10,447;4,017
201103;LFPG;MC;I;C;1679;117313;587577;5,107;26,825;2,386;0,811
201103;LFPG;LC;O;C;73;26766;35835;0,355;2,440;0,177;0,056
201103;LFPG;CC;M;A;1082;38729;54762;0,515;1,426;0,416;0,082
201103;LFPG;CC;M;B;3907;380711;488045;4,465;16,809;1,974;0,709
201103;LFPG;CC;M;C;221;2518;37519;0,512;2,804;0,148;0,081
201103;LFPO;LC;I;B;63;7764;7833;0,081;0,400;0,023;0,013
201103;LFPO;LC;I;C;323;66217;80773;0,995;5,189;0,178;0,158
201103;LFPO;MC;I;A;849;27693;27700;0,228;0,484;0,299;0,036
201103;LFPO;MC;I;B;6824;821275;841365;7,572;34,102;2,102;1,202
201103;LFPO;MC;I;C;161;28243;34240;0,420;2,273;0,387;0,067
201103;LFPO;LC;O;C;699;245604;275790;2,763;18,279;0,829;0,439
201103;LFPO;CC;M;A;2505;80028;80046;0,842;2,451;0,682;0,134
201103;LFPO;CC;M;B;7933;849112;851924;7,895;33,567;2,346;1,253
201103;LFPO;CC;M;C;39;7891;9623;0,184;0,957;0,024;0,029
201104;LFPG;LC;I;A;2;2;2;0,002;0,005;0,001;0,000
201104;LFPG;LC;I;B;292;26639;27578;0,352;1,482;0,141;0,056
201104;LFPG;LC;I;C;7801;1663619;2872995;32,525;187,805;17,424;5,163
201104;LFPG;MC;I;A;5814;286010;302601;3,864;10,177;2,308;0,613
201104;LFPG;MC;I;B;21726;2528868;2606645;25,876;100,470;10,259;4,107
201104;LFPG;MC;I;C;1697;172140;569121;5,297;27,782;2,315;0,841
201104;LFPG;LC;O;C;67;24609;34717;0,328;2,273;0,146;0,052
201104;LFPG;CC;M;A;1125;44392;57369;0,565;1,582;0,379;0,090
201104;LFPG;CC;M;B;3732;393134;498113;4,336;16,582;1,876;0,688
201104;LFPG;CC;M;C;190;3617;34692;0,457;2,478;0,147;0,073
201104;LFPO;LC;I;B;58;6709;6766;0,072;0,367;0,021;0,011
201104;LFPO;LC;I;C;331;67226;82587;0,995;5,154;0,166;0,158
201104;LFPO;MC;I;A;709;24564;24570;0,201;0,442;0,240;0,032
201104;LFPO;MC;I;B;7445;1006578;1023241;8,296;37,223;2,332;1,317
201104;LFPO;MC;I;C;273;65485;76292;0,863;4,530;0,787;0,137
201104;LFPO;LC;O;C;691;245668;287160;2,756;18,304;0,816;0,437
201104;LFPO;CC;M;A;2063;64709;64726;0,642;1,841;0,614;0,102
201104;LFPO;CC;M;B;7903;907673;909954;7,840;33,507;2,253;1,244
201104;LFPO;CC;M;C;35;9094;11195;0,154;0,916;0,029;0,025
201105;LFPG;LC;I;B;262;20083;20892;0,320;1,342;0,136;0,051
201105;LFPG;LC;I;C;8027;1730931;2856623;33,488;193,320;18,056;5,316
201105;LFPG;MC;I;A;5944;294898;309473;3,979;10,491;2,378;0,632
201105;LFPG;MC;I;B;22973;2592109;2669867;27,340;105,833;10,978;4,340
201105;LFPG;MC;I;C;1677;158254;528309;5,176;26,853;2,331;0,822
201105;LFPG;LC;O;C;66;23361;32515;0,330;2,300;0,149;0,052
201105;LFPG;CC;M;A;1117;43177;56606;0,557;1,521;0,443;0,088
