ANMOIS;DEP;ARR;PC15_D;PC15_A;RETARD_D;RETARD_A
201607;LFPG;EDDF;0,270;;12,6;
201607;LFPG;OLBA;0,605;;24,8;
201607;LFPG;LEBB;0,376;;18,0;
201607;LFPG;LIRQ;0,178;;11,7;
201607;LFPG;LEIB;0,469;;28,7;
201607;LFPG;LCLK;0,462;;23,6;
201607;LFPG;LIEO;0,421;;18,3;
201607;LFPG;MDPC;0,621;;28,8;
201607;LFPG;FIMP;0,362;;20,6;
201607;LFPG;FMEE;0,393;0,339;19,8;24,6
201607;LFPG;VTBS;0,605;;24,0;
201607;LFPG;KJFK;0,504;;25,7;
201607;LFPG;SAEZ;0,355;;20,3;
201607;LFPG;KLAX;0,653;;38,3;
201607;LFPG;MPTO;0,667;;35,2;
201607;LFPG;ZHHH;0,471;;33,7;
201607;LFPG;ELLX;0,215;;9,5;
201607;LFPG;LIMC;0,519;;37,3;
201607;LFPG;LICJ;0,318;;13,7;
201607;LFPG;EGKK;0,579;;36,1;
201607;LFPG;EGGP;0,136;;16,7;
201607;LFPG;EGGD;0,500;;33,5;
201607;LFPG;EGLC;0,190;;11,0;
201607;LFPG;LDPL;0,077;;4,2;
201607;LFPG;EGMC;0,389;;20,9;
201607;LFPG;LFRN;0,207;0,141;9,9;8,1
201607;LFPG;LDSP;0,302;;14,5;
201607;LFPG;LICC;0,290;;13,1;
201607;LFPG;EDDN;0,215;;10,0;
201607;LFPG;EDDW;0,215;;10,6;
201607;LFPG;LPPR;0,451;;19,5;
201607;LFPG;EGNM;0,389;;17,6;
201607;LFPG;EBBR;0,288;;11,6;
201607;LFPG;EGPH;0,577;;28,9;
201607;LFPG;LMML;0,258;;11,5;
201607;LFPG;LIMJ;0,065;;4,7;
201607;LFPG;LFKC;0,188;0,067;5,9;3,6
201607;LFPG;LPFR;0,600;;59,7;
201607;LFPG;LIMF;0,342;;15,8;
201607;LFPG;UDYZ;1,000;;40,4;
201607;LFPG;OJAI;0,525;;25,0;
201607;LFPG;LBSF;0,500;;26,4;
201607;LFPG;EGPF;0,459;;28,1;
201607;LFPG;DAOO;0,568;;22,9;
201607;LFPG;LGIR;0,408;;16,8;
201607;LFPG;SBBR;0,583;;17,9;
201607;LFPG;FNLU;0,250;;11,5;
201607;LFPG;KIAD;0,674;;38,4;
201607;LFPG;FKKD;0,903;;54,0;
201607;LFPG;ZSPD;0,441;;24,2;
201607;LFPG;SBGR;0,352;;20,0;
201607;LFPG;HECA;0,670;;33,0;
201607;LFPG;SKBO;0,400;;22,7;
201607;LFPG;DFFD;1,000;;45,7;
201607;LFPG;GABS;0,897;;41,4;
201607;LFPG;TNCM;0,500;;18,3;
201607;LFPG;KDTW;0,508;;21,5;
201607;LFPG;KMSP;0,426;;19,9;
201607;LFPG;SVMI;0,500;;23,3;
201607;LFPG;DRRN;0,864;;42,1;
201607;LFPG;DNMM;0,581;;22,4;
201607;LFPG;FTTJ;0,462;;21,5;
201607;LFPG;GFLL;0,917;;68,0;
201607;LFPG;OERK;0,410;;19,6;
201607;LFPG;KORD;0,400;;29,1;
201607;LFPG;OIIE;0,615;;44,0;
201607;LFPG;FZAA;0,727;;27,0;
201607;LFPG;VABB;0,361;;17,4;
201607;LFPG;FCPP;0,520;;24,2;
201607;LFPG;WSSS;0,377;;14,0;
201607;LFPG;FKYS;1,000;;98,5;
201607;LFPG;RJTT;0,084;;5,7;
201607;LFPG;LEZL;0,362;;21,2;
201607;LFPG;ESGG;0,452;;16,9;
201607;LFPG;EETN;0,318;;12,7;
201607;LFPG;VHHH;0,320;;13,5;
201607;LFPG;DNAA;0,654;;39,5;
201607;LFPG;LEMH;0,367;;14,8;
201607;LFPG;EICK;0,194;;9,8;
201607;LFPG;GMMX;0,611;;40,4;
201607;LFPG;ENGM;0,502;;20,0;
201607;LFPG;EGHI;0,097;;4,5;
201607;LFPG;EDDV;0,157;;7,0;
201607;LFPG;LEVC;0,400;;29,7;
201607;LFPG;EGTE;0,097;;15,0;
201607;LFPG;EVRA;0,455;;18,4;
201607;LFPG;LGKR;0,323;;15,8;
201607;LFPG;EGAA;0,519;;26,0;
201607;LFPG;UACC;0,357;;19,7;
201607;LFPG;UBBB;0,778;;28,3;
201607;LFPG;GCTS;0,692;;35,5;
201607;LFPG;EGFF;0,194;;12,7;
201607;LFPG;LDDU;0,444;;19,6;
201607;LFPG;EGNT;0,261;;14,7;
201607;LFPG;LEST;0,737;;57,1;
201607;LFPG;GCFV;0,389;;24,4;
201607;LFPG;LCPH;0,083;;9,6;
201607;LFPG;EKBI;0,113;;9,0;
201607;LFPG;BIKF;0,488;;28,2;
201607;LFPG;OEJN;0,387;;17,9;
201607;LFPG;OMAA;0,435;;18,5;
201607;LFPG;EGCN;0,123;;5,3;
201607;LFPG;OOMS;0,111;;9,3;
201607;LFPG;LYBE;0,613;;23,8;
201607;LFPG;DTTJ;0,840;;54,9;
201607;LFPG;DTMB;0,629;;30,7;
201607;LFPG;LGRP;0,270;;10,9;
201607;LFPG;DABC;0,875;;58,4;
201607;LFPG;GQNO;0,778;;31,7;
201607;LFPG;FCBB;0,815;;44,2;
201607;LFPG;UMMS;0,889;;25,8;
201607;LFPG;KIAH;0,552;;24,3;
201607;LFPG;FAOR;0,656;;30,8;
201607;LFPG;OMDB;0,571;;22,3;
201607;LFPG;RJAA;0,290;;11,1;
201607;LFPG;FOOL;0,500;;22,2;
201607;LFPG;DIAP;0,903;;69,9;
201607;LFPG;MMMX;0,410;;32,5;
201607;LFPG;LJLJ;0,465;;19,6;
201607;LFPG;EGPD;0,136;;5,5;
201607;LFPG;EFHK;0,245;;10,6;
201607;LFPG;LTFJ;0,900;;39,6;
201607;LFPG;LEAS;0,600;;55,6;
201607;LFPG;LYPG;0,559;;32,7;
201607;LFPG;KEWR;0,402;;28,3;
201607;LFPG;HKJK;0,548;;18,4;
201607;LFPG;OBBI;0,161;;6,1;
201607;LFPG;KPHL;0,371;;19,0;
201607;LFPG;OTHH;0,151;;7,2;
201607;LFPG;KSEA;0,258;;16,8;
201607;LFPG;KPIT;0,033;;2,4;
201607;LFPG;KSLC;0,226;;12,1;
201607;LFPG;KCVG;0,367;;14,4;
201607;LFPG;KRDU;0,355;;17,1;
201607;LFPG;KCLT;0,400;;16,3;
201607;LFPG;VOBL;0,455;;34,3;
201607;LFPG;HAAB;0,231;;11,2;
201607;LFPG;CYQB;0,333;;20,7;
201607;LFPG;FSIA;0,154;;10,1;
201607;LFPG;ZLXY;0,385;;26,6;
201607;LFPG;ZPPP;0,154;;11,4;
201607;LFPG;ZUUU;0,313;;9,3;
201607;LFPG;VCBI;0,158;;10,8;
201607;LFPG;VVNB;0,548;;25,3;
201607;LFPG;KDFW;0,677;;25,6;
201607;LFPG;RCTP;0,722;;39,4;
201607;EHAM;LFPG;;0,168;;9,4
201607;EHAM;LFLL;;0,081;;5,1
201607;EHAM;LFMN;;0,158;;7,3
201607;EHAM;LFBO;;0,092;;6,5
201607;EHAM;LFBD;;0,252;;15,7
201607;EHAM;LFSB;;0,122;;5,5
201607;EHAM;LFMT;;0,056;;1,9
201607;EHAM;LFRS;;0,183;;8,5
201607;EHAM;LFML;;0,280;;16,8
201607;EHAM;LFLC;;0,059;;7,1
201607;EHAM;LFPO;;0,152;;14,1
201607;EHAM;LFKJ;;0,154;;4,7
201607;EHAM;LFST;;0,188;;15,0
201607;EHAM;LFBE;;0,273;;11,4
201607;EHAM;LFRN;;0,400;;20,1
201607;LFBO;EHAM;0,330;;12,6;
201607;LFBO;LFPG;0,258;0,167;12,7;11,2
201607;LFBO;LFLL;0,165;0,121;9,3;7,2
201607;LFBO;LFMN;0,277;0,341;18,8;17,7
201607;LFBO;LFSB;0,000;0,000;4,5;0,5
201607;LFBO;LIRF;0,276;;13,4;
201607;LFBO;LEBL;0,818;;53,5;
201607;LFBO;LSGG;0,594;;26,7;
201607;LFBO;LFRS;0,211;0,183;13,8;13,0
201607;LFBO;LPPT;0,488;;24,8;
201607;LFBO;LEMD;0,319;;13,3;
201607;LFBO;EDDM;0,218;;9,7;
201607;LFBO;EGLL;0,309;;13,3;
201607;LFBO;EDDH;0,778;;25,9;
201607;LFBO;GMMN;0,068;;7,8;
201607;LFBO;DTTA;0,613;;37,5;
201607;LFBO;EIDW;0,455;;15,1;
201607;LFBO;DAAG;0,583;;36,5;
201607;LFBO;LEMG;0,227;;14,0;
201607;LFBO;CYUL;0,462;;33,5;
201607;LFBO;LFML;0,171;0,143;9,3;7,5
201607;LFBO;LEPA;0,222;;22,6;
201607;LFBO;LFPO;0,377;0,305;16,2;13,2
201607;LFBO;LFKB;0,185;0,185;11,1;11,5
201607;LFBO;LFKF;0,313;0,281;16,6;16,0
201607;LFBO;LFKJ;0,263;0,263;15,4;15,4
201607;LFBO;LTBA;0,267;;10,7;
201607;LFBO;EDDF;0,250;;12,3;
201607;LFBO;EDDB;0,385;;24,8;
201607;LFBO;LEIB;0,600;;52,1;
201607;LFBO;LFST;0,288;0,169;12,7;7,0
201607;LFBO;LIMC;0,500;;28,3;
201607;LFBO;LICJ;0,143;;11,0;
201607;LFBO;EGKK;0,632;;42,2;
201607;LFBO;EGGD;0,353;;18,1;
201607;LFBO;LFQQ;0,213;0,160;13,1;10,0
201607;LFBO;LFRN;0,263;0,175;15,0;11,6
201607;LFBO;LDSP;0,357;;34,2;
201607;LFBO;LPPR;0,118;;9,5;
201607;LFBO;EBBR;0,403;;23,4;
201607;LFBO;LFKC;0,100;0,000;5,0;1,2
201607;LFBO;LPFR;0,308;;29,2;
201607;LFBO;DAOO;0,477;;26,3;
201607;LFBO;LEZL;0,167;;12,3;
201607;LFBO;EDHI;0,097;;3,8;
201607;LFMN;EHAM;0,322;;14,8;
201607;LFMN;LFPG;0,318;0,248;18,6;15,1
201607;LFMN;LFLL;0,194;0,149;13,1;8,8
201607;LFMN;LFBO;0,390;0,358;24,9;19,5
201607;LFMN;LFBD;0,344;0,230;14,8;12,2
201607;LFMN;LFSB;0,230;0,131;8,4;5,7
201607;LFMN;LIRF;0,265;;17,9;
201607;LFMN;LKPR;0,481;;28,7;
201607;LFMN;LEBL;0,745;;38,9;
201607;LFMN;LSGG;0,333;;15,6;
201607;LFMN;ESSA;0,425;;27,2;
201607;LFMN;EDDT;0,526;;24,6;
201607;LFMN;LFRS;0,308;0,250;13,1;12,0
201607;LFMN;LPPT;0,622;;33,2;
201607;LFMN;LEMD;0,341;;16,4;
201607;LFMN;EDDM;0,132;;8,8;
201607;LFMN;LOWW;0,376;;14,9;
201607;LFMN;EGCC;0,815;;51,3;
201607;LFMN;EGLL;0,429;;22,0;
201607;LFMN;LSZH;0,382;;17,7;
201607;LFMN;EPWA;0,323;;11,6;
201607;LFMN;EDDH;0,457;;28,6;
201607;LFMN;EKCH;0,375;;18,6;
201607;LFMN;LIPZ;0,310;;11,5;
201607;LFMN;EGBB;0,316;;9,9;
201607;LFMN;LROP;0,318;;21,1;
201607;LFMN;GMMN;0,462;;23,4;
201607;LFMN;UUEE;0,306;;20,3;
201607;LFMN;DTTA;0,568;;42,8;
201607;LFMN;EIDW;0,471;;26,8;
201607;LFMN;EDDL;0,654;;30,8;
201607;LFMN;DAAG;0,556;;39,4;
201607;LFMN;LEMG;0,231;;14,5;
201607;LFMN;CYUL;0,250;;16,5;
201607;LFMN;UKBB;0,474;;29,1;
201607;LFMN;LIRN;0,120;;6,7;
201607;LFMN;ULLI;0,000;;5,0;
201607;LFMN;LEPA;0,190;;6,4;
201607;LFMN;EDDS;0,077;;4,5;
201607;LFMN;LFLC;0,286;0,071;8,4;3,8
201607;LFMN;LFPO;0,345;0,305;16,8;14,9
201607;LFMN;LFKB;0,146;0,134;6,1;7,1
201607;LFMN;LFKF;0,324;0,292;16,1;16,4
201607;LFMN;LFBZ;0,300;0,300;16,3;10,8
201607;LFMN;LFKJ;0,282;0,301;19,4;19,0
201607;LFMN;LTBA;0,300;;13,9;
201607;LFMN;LLBG;1,000;;76,5;
201607;LFMN;UUWW;0,387;;34,0;
201607;LFMN;EGGW;0,731;;43,6;
201607;LFMN;EDDF;0,317;;17,2;
201607;LFMN;EGSS;0,407;;32,3;
201607;LFMN;OLBA;0,217;;10,8;
201607;LFMN;EDDB;0,400;;21,8;
201607;LFMN;LEIB;0,500;;27,6;
201607;LFMN;LFST;0,617;0,213;25,6;12,3
201607;LFMN;LIEO;0,200;;17,2;
201607;LFMN;KJFK;0,567;;36,1;
201607;LFMN;ELLX;0,226;;9,5;
201607;LFMN;EGKK;0,741;;40,9;
201607;LFMN;EGGP;0,472;;25,6;
201607;LFMN;EGGD;0,425;;23,9;
201607;LFMN;EGLC;0,565;;26,4;
201607;LFMN;LFQQ;0,225;0,155;13,4;10,2
201607;LFMN;LFRN;0,436;0,256;28,7;18,9
201607;LFMN;EGNM;0,357;;35,7;
201607;LFMN;EBBR;0,430;;25,4;
201607;LFMN;EGPH;0,909;;54,7;
201607;LFMN;EDDK;0,393;;23,6;
201607;LFMN;LFKC;0,283;0,245;12,8;13,6
201607;LFMN;LFJL;0,355;0,129;14,4;8,9
201607;LFMN;ESGG;0,192;;7,1;
201607;LFMN;EHEH;0,452;;14,9;
201607;LFMN;GMMX;0,231;;19,1;
201607;LFMN;ENGM;0,348;;19,2;
201607;LFMN;EVRA;0,615;;19,8;
201607;LFMN;EGAA;0,333;;17,1;
201607;LFMN;EGNT;0,385;;20,5;
201607;LFMN;DTMB;0,538;;25,7;
201607;LFMN;UMMS;0,143;;8,7;
201607;LFMN;OMDB;0,161;;7,2;
201607;LFMN;EFHK;0,510;;24,7;
201607;LFMN;LTFJ;0,857;;43,4;
201607;LFMN;ENBR;0,389;;14,7;
201607;LFMN;ENZV;0,250;;15,8;
201607;LFLL;EHAM;0,213;;9,6;
201607;LFLL;LFPG;0,112;0,072;6,0;3,9
201607;LFLL;LFMN;0,167;0,152;10,2;9,1
201607;LFLL;LFBO;0,150;0,090;7,5;6,2
201607;LFLL;LFBD;0,171;0,150;9,4;7,5
201607;LFLL;LIRF;0,333;;25,4;
201607;LFLL;LKPR;0,281;;20,1;
201607;LFLL;LEBL;0,534;;42,1;
201607;LFLL;LFRS;0,168;0,149;11,9;9,1
201607;LFLL;LPPT;0,455;;34,8;
201607;LFLL;LEMD;0,430;;21,1;
201607;LFLL;EDDM;0,261;;10,8;
201607;LFLL;LOWW;0,426;;20,9;
201607;LFLL;EGLL;0,215;;9,1;
201607;LFLL;LSZH;0,186;;9,5;
201607;LFLL;LGAV;0,154;;6,9;
201607;LFLL;EKCH;0,615;;36,5;
201607;LFLL;LIPZ;0,179;;13,8;
201607;LFLL;EGBB;0,258;;11,2;
201607;LFLL;GMMN;0,360;;17,8;
201607;LFLL;UUEE;0,278;;12,9;
201607;LFLL;LIPE;0,280;;15,7;
201607;LFLL;EPKK;0,583;;34,3;
201607;LFLL;LFRB;0,263;;17,2;
201607;LFLL;DTTA;0,711;;43,4;
201607;LFLL;EIDW;0,343;;14,2;
201607;LFLL;EDDL;0,224;;11,9;
201607;LFLL;DAAG;0,590;;36,0;
201607;LFLL;LEMG;0,385;;42,3;
201607;LFLL;CYUL;0,341;;19,8;
201607;LFLL;LIRN;0,615;;22,2;
201607;LFLL;LFML;0,347;0,221;18,7;13,8
201607;LFLL;LEPA;0,371;;42,7;
201607;LFLL;LFLC;0,105;0,053;6,0;3,1
201607;LFLL;LFPO;0,148;0,227;8,1;10,1
201607;LFLL;LFKB;0,200;0,156;13,2;9,8
201607;LFLL;LFKF;0,250;0,250;10,6;9,9
201607;LFLL;LFBZ;0,305;0,268;15,5;13,0
201607;LFLL;LFKJ;0,279;0,167;20,9;9,1
201607;LFLL;LTBA;0,333;;12,9;
201607;LFLL;LFBP;0,397;0,365;13,6;12,9
201607;LFLL;LFRK;0,243;0,143;11,3;6,8
201607;LFLL;EGGW;0,524;;26,9;
201607;LFLL;EDDF;0,268;;13,1;
201607;LFLL;EDDB;0,167;;10,4;
201607;LFLL;LEIB;0,267;;11,8;
201607;LFLL;LFST;0,145;0,073;8,5;5,4
201607;LFLL;LIEO;0,200;;12,5;
201607;LFLL;ELLX;0,400;;11,7;
201607;LFLL;LIMC;0,449;;21,7;
201607;LFLL;LICJ;0,211;;6,9;
201607;LFLL;EGKK;0,310;;27,6;
201607;LFLL;LFQQ;0,123;0,175;8,8;9,4
201607;LFLL;LFRN;0,156;0,156;7,8;9,3
201607;LFLL;LFBI;0,286;0,238;12,8;11,8
201607;LFLL;LDSP;0,429;;17,4;
201607;LFLL;LPPR;0,378;;32,4;
201607;LFLL;EBBR;0,450;;18,8;
201607;LFLL;LPFR;0,370;;17,6;
201607;LFLL;DAOO;0,462;;32,9;
201607;LFLL;LGIR;0,267;;13,5;
201607;LFLL;LEZL;0,412;;22,9;
201607;LFLL;LFJL;0,180;0,104;9,6;5,4
201607;LFLL;LFBL;0,125;0,094;5,2;3,8
201607;LFLL;LEMH;0,222;;9,8;
201607;LFLL;GMMX;0,333;;17,5;
201607;LFLL;EGHI;0,393;;15,4;
201607;LFLL;BIKF;0,385;;18,6;
201607;LFLL;GMAD;0,214;;9,5;
201607;LFLL;GMFO;0,364;;17,0;
201607;LFLL;DTTJ;0,667;;42,6;
201607;LFLL;DTMB;0,625;;32,9;
201607;LFLL;LGRP;0,133;;11,8;
201607;LFLL;DABC;0,493;;50,8;
201607;LFLL;DAAE;0,774;;44,5;
201607;LFLL;DABB;0,556;;31,5;
201607;LFLL;OMDB;0,043;;1,5;
201607;LFLL;LTFJ;1,000;;66,2;
201607;LFBD;EHAM;0,465;;27,2;
201607;LFBD;LFPG;0,410;0,214;18,4;9,8
201607;LFBD;LFLL;0,160;0,080;13,7;7,8
201607;LFBD;LFMN;0,475;0,279;19,3;12,0
201607;LFBD;LFSB;0,171;0,073;10,9;4,6
201607;LFBD;LIRF;0,125;;10,3;
201607;LFBD;LEBL;0,729;;46,4;
201607;LFBD;LSGG;0,459;;22,0;
201607;LFBD;LFRS;0,105;0,079;5,6;2,8
201607;LFBD;LPPT;0,629;;32,1;
201607;LFBD;LEMD;0,326;;22,2;
201607;LFBD;LIPZ;0,762;;40,1;
201607;LFBD;EGBB;0,786;;47,6;
201607;LFBD;GMMN;0,477;;16,2;
201607;LFBD;LFRB;0,256;;17,8;
201607;LFBD;DTTA;0,385;;29,1;
201607;LFBD;EIDW;0,633;;29,0;
201607;LFBD;DAAG;0,571;;64,9;
201607;LFBD;LEMG;0,333;;28,6;
201607;LFBD;LFML;0,280;0,152;16,6;8,8
201607;LFBD;LEPA;0,500;;31,1;
201607;LFBD;LFPO;0,362;0,265;17,0;11,7
201607;LFBD;LFKB;0,304;0,087;14,2;4,8
201607;LFBD;LFKF;0,321;0,071;12,2;4,0
201607;LFBD;LFKJ;0,364;0,164;21,0;15,8
201607;LFBD;LTBA;0,467;;18,3;
201607;LFBD;EGGW;0,861;;40,7;
201607;LFBD;EGSS;0,833;;24,9;
201607;LFBD;EDDB;0,278;;16,9;
201607;LFBD;LFST;0,203;0,100;10,4;24,2
201607;LFBD;LIMC;0,423;;29,5;
201607;LFBD;EGKK;0,639;;31,6;
201607;LFBD;EGGP;0,765;;49,5;
201607;LFBD;EGGD;0,333;;17,0;
201607;LFBD;LFQQ;0,272;0,163;12,9;6,2
201607;LFBD;LIRA;0,500;;20,9;
201607;LFBD;LPPR;0,357;;13,5;
201607;LFBD;EBBR;0,613;;29,9;
201607;LFBD;EGPH;0,667;;32,0;
201607;LFBD;LEAL;0,000;;6,5;
201607;LFBD;EBCI;0,455;;21,2;
201607;LFBD;GMMX;0,370;;19,8;
201607;LFBD;ENGM;0,786;;46,1;
201607;LFBD;LGKR;0,714;;29,1;
201607;LFSB;EHAM;0,189;;9,7;
201607;LFSB;LFPG;0,128;0,102;6,9;7,4
201607;LFSB;LFMN;0,115;0,115;5,4;4,4
201607;LFSB;LFBO;0,000;0,000;3,1;1,5
201607;LFSB;LFBD;0,122;0,073;6,6;4,5
201607;LFSB;LFMT;0,214;0,214;14,9;10,6
201607;LFSB;LIRF;0,032;;2,7;
201607;LFSB;LHBP;0,077;;11,8;
201607;LFSB;LKPR;0,071;;3,7;
201607;LFSB;LEBL;0,343;;23,9;
201607;LFSB;LFRS;0,167;0,222;18,9;16,7
201607;LFSB;LPPT;0,115;;5,3;
201607;LFSB;LEMD;0,032;;3,2;
201607;LFSB;EDDM;0,136;;14,2;
201607;LFSB;LOWW;0,256;;12,9;
201607;LFSB;EGCC;0,484;;29,5;
201607;LFSB;EGLL;0,271;;14,1;
201607;LFSB;EDDH;0,151;;8,4;
201607;LFSB;EKCH;0,077;;3,1;
201607;LFSB;LIPZ;0,161;;8,6;
201607;LFSB;GMMN;0,471;;16,5;
201607;LFSB;EPKK;0,000;;2,5;
201607;LFSB;EIDW;0,385;;14,5;
201607;LFSB;EDDL;0,163;;9,3;
201607;LFSB;LEMG;0,154;;9,4;
201607;LFSB;LIRN;0,233;;21,9;
201607;LFSB;LEPA;0,166;;11,1;
201607;LFSB;LFPO;0,525;0,532;28,7;26,2
201607;LFSB;LFKB;0,000;0,000;2,9;1,2
201607;LFSB;LFKJ;0,130;0,130;8,7;6,2
201607;LFSB;LTBA;0,197;;8,5;
201607;LFSB;LLBG;0,059;;3,0;
201607;LFSB;LTAI;0,150;;12,1;
201607;LFSB;EGGW;0,290;;15,1;
201607;LFSB;EDDF;0,154;;7,3;
201607;LFSB;EGSS;0,258;;14,3;
201607;LFSB;EDDB;0,168;;11,1;
201607;LFSB;LEIB;0,136;;5,2;
201607;LFSB;LIEO;0,148;;7,7;
201607;LFSB;EGKK;0,477;;32,2;
201607;LFSB;EGGD;0,444;;21,7;
201607;LFSB;LDSP;0,154;;9,2;
201607;LFSB;LICC;0,227;;12,2;
201607;LFSB;LGTS;0,000;;1,4;
201607;LFSB;LPPR;0,148;;7,6;
201607;LFSB;EBBR;0,424;;23,7;
201607;LFSB;EGPH;0,677;;40,8;
201607;LFSB;LPFR;0,077;;10,3;
201607;LFSB;LGIR;0,029;;5,3;
201607;LFSB;LIEE;0,000;;1,6;
201607;LFSB;LEAL;0,111;;4,5;
201607;LFSB;BKPR;0,259;;9,0;
201607;LFSB;EDDC;0,111;;3,4;
201607;LFSB;LIRP;0,000;;1,7;
201607;LFSB;GCTS;0,222;;12,2;
201607;LFSB;LEST;0,071;;8,1;
201607;LFSB;LIBR;0,056;;5,3;
201607;LFSB;GCLP;0,107;;6,6;
201607;LFSB;LGRP;0,083;;5,5;
201607;LFSB;DABC;0,706;;56,4;
201607;LFSB;LWSK;0,435;;22,0;
201607;LFSB;LTFJ;0,795;;36,6;
201607;LFSB;LGKO;0,067;;4,9;
201607;LFSB;LTBJ;0,148;;8,9;
201607;LFSB;LWOH;0,231;;11,8;
201607;LFSB;LQTZ;0,231;;22,9;
201607;LFMT;EHAM;0,222;;10,0;
201607;LFMT;LFPG;0,336;0,244;17,9;12,6
201607;LFMT;LFSB;0,214;0,143;12,2;8,7
201607;LFMT;LIRF;0,308;;13,4;
201607;LFMT;LFRS;0,276;0,287;15,4;15,0
201607;LFMT;EKCH;0,167;;10,3;
201607;LFMT;GMMN;0,154;;5,0;
201607;LFMT;LFPO;0,348;0,287;16,6;14,5
201607;LFMT;LFKJ;0,143;0,143;7,0;6,5
201607;LFMT;EGGW;0,294;;17,9;
201607;LFMT;EGKK;0,468;;27,6;
201607;LFMT;EBCI;0,333;;17,7;
201607;LFMT;EHRD;0,176;;8,6;
201607;LFMT;GMFF;0,077;;5,1;
201607;LFMT;EDFH;0,538;;30,0;
201607;LEBL;LFPG;;0,507;;28,8
201607;LEBL;LFLL;;0,330;;29,7
201607;LEBL;LFMN;;0,378;;19,0
201607;LEBL;LFBO;;0,727;;42,5
201607;LEBL;LFBD;;0,479;;31,7
201607;LEBL;LFSB;;0,333;;19,5
201607;LEBL;LFRS;;0,462;;32,6
201607;LEBL;LFML;;0,323;;26,7
201607;LEBL;LFPO;;0,549;;31,4
201607;LEBL;LFKB;;0,167;;13,4
