ANMOIS;DEP;ARR;NVOLS;PAX_FS;FSC;ZON
201001;BIKF;LFPG;10;1410;MC;I
201001;CYQB;LFPG;5;1523;LC;I
201001;CYUL;LFPG;114;33011;LC;I
201001;CYYZ;LFPG;62;11342;LC;I
201001;DAAE;LFLL;13;852;MC;I
201001;DAAE;LFML;8;668;MC;I
201001;DAAE;LFPO;39;3531;MC;I
201001;DAAG;LFBD;5;571;MC;I
201001;DAAG;LFBO;18;1622;MC;I
201001;DAAG;LFJL;8;847;MC;I
201001;DAAG;LFLL;52;4566;MC;I
201001;DAAG;LFML;80;7023;MC;I
201001;DAAG;LFMN;9;632;MC;I
201001;DAAG;LFPG;148;13426;MC;I
201001;DAAG;LFPO;171;22043;MC;I
201001;DAAG;LFQQ;18;2044;MC;I
201001;DAAG;LFSB;6;638;MC;I
201001;DAAJ;LFPO;6;1134;MC;I
201001;DAAS;LFLL;30;2489;MC;I
201001;DAAS;LFPO;27;2619;MC;I
201001;DABB;LFLL;9;703;MC;I
201001;DABB;LFML;27;2130;MC;I
201001;DABB;LFPG;9;646;MC;I
201001;DABB;LFPO;17;1447;MC;I
201001;DABC;LFLL;19;1666;MC;I
201001;DABC;LFML;36;3025;MC;I
201001;DABC;LFPO;27;2449;MC;I
201001;DABC;LFSB;14;1454;MC;I
201001;DABT;LFML;9;609;MC;I
201001;DAOI;LFML;9;989;MC;I
201001;DAON;LFPO;29;2933;MC;I
201001;DAOO;LFBO;18;2204;MC;I
201001;DAOO;LFLL;18;2193;MC;I
201001;DAOO;LFML;36;3744;MC;I
201001;DAOO;LFPG;13;1365;MC;I
201001;DAOO;LFPO;64;8190;MC;I
201001;DAUB;LFPO;10;1012;MC;I
201001;DAUH;LFPG;16;807;MC;I
201001;DBBB;LFPG;19;4325;LC;I
201001;DFFD;LFML;13;1286;LC;I
201001;DFFD;LFPG;14;2625;LC;I
201001;DIAP;LFPG;31;7169;LC;I
201001;DNMM;LFPG;30;6217;LC;I
201001;DRRN;LFPG;19;3705;LC;I
201001;DTMB;LFLL;16;2282;MC;I
201001;DTMB;LFML;6;635;MC;I
201001;DTMB;LFMN;15;1910;MC;I
201001;DTMB;LFPG;11;1740;MC;I
201001;DTMB;LFPO;39;5499;MC;I
201001;DTTA;LFBD;9;839;MC;I
201001;DTTA;LFBO;24;2127;MC;I
201001;DTTA;LFLL;67;7740;MC;I
201001;DTTA;LFML;90;7856;MC;I
201001;DTTA;LFMN;43;4654;MC;I
201001;DTTA;LFPG;139;17294;MC;I
201001;DTTA;LFPO;124;16748;MC;I
201001;DTTA;LFRS;22;1993;MC;I
201001;DTTA;LFST;9;880;MC;I
201001;DTTJ;LFBO;11;1625;MC;I
201001;DTTJ;LFLL;18;2559;MC;I
201001;DTTJ;LFML;18;2317;MC;I
201001;DTTJ;LFMN;4;574;MC;I
201001;DTTJ;LFPG;20;3488;MC;I
201001;DTTJ;LFPO;63;9455;MC;I
201001;DTTJ;LFQQ;5;765;MC;I
201001;DTTJ;LFRS;17;2311;MC;I
201001;DTTJ;LFSB;6;1035;MC;I
201001;DTTZ;LFMN;9;803;MC;I
201001;DTTZ;LFPO;23;3262;MC;I
201001;DXXX;LFPG;15;3296;LC;I
201001;EBBR;LFBO;73;2946;MC;I
201001;EBBR;LFLL;153;5808;MC;I
201001;EBBR;LFML;74;3062;MC;I
201001;EBBR;LFMN;101;7464;MC;I
201001;EBBR;LFPG;52;3636;MC;I
201001;EBBR;LFSB;43;712;MC;I
201001;EBBR;LFST;49;935;MC;I
201001;EBBR;LFTH;10;706;MC;I
201001;EBCI;LFBD;13;1555;MC;I
201001;EBCI;LFKF;9;750;MC;I
201001;EBCI;LFMK;23;2936;MC;I
201001;EBCI;LFML;19;2531;MC;I
201001;EBCI;LFMP;12;1418;MC;I
201001;EBCI;LFMT;13;1694;MC;I
201001;EBCI;LFTW;17;2025;MC;I
201001;EDDB;LFMN;18;1797;MC;I
201001;EDDB;LFPG;7;1001;MC;I
201001;EDDB;LFPO;67;8549;MC;I
201001;EDDB;LFSB;70;9374;MC;I
201001;EDDF;LFBO;87;4505;MC;I
201001;EDDF;LFLL;116;7611;MC;I
201001;EDDF;LFML;62;3740;MC;I
201001;EDDF;LFMN;120;7319;MC;I
201001;EDDF;LFPG;464;28393;MC;I
201001;EDDF;LFSB;80;2213;MC;I
201001;EDDH;LFBO;19;1654;MC;I
201001;EDDH;LFLL;45;1073;MC;I
201001;EDDH;LFPG;195;13196;MC;I
201001;EDDH;LFSB;32;3975;MC;I
201001;EDDK;LFMN;21;1806;MC;I
201001;EDDK;LFPG;104;1032;MC;I
201001;EDDL;LFLL;127;3421;MC;I
201001;EDDL;LFMN;10;817;MC;I
201001;EDDL;LFPG;238;13383;MC;I
201001;EDDL;LFPO;53;2484;MC;I
201001;EDDL;LFSB;93;3648;MC;I
201001;EDDM;LFBO;94;4910;MC;I
201001;EDDM;LFLL;124;5053;MC;I
201001;EDDM;LFML;106;5098;MC;I
201001;EDDM;LFMN;90;4589;MC;I
201001;EDDM;LFPG;354;25129;MC;I
201001;EDDM;LFSB;137;4286;MC;I
201001;EDDN;LFPG;131;4128;MC;I
201001;EDDP;LFPG;102;1614;MC;I
201001;EDDS;LFLL;31;670;MC;I
201001;EDDS;LFPG;125;6270;MC;I
201001;EDDT;LFPG;170;15821;MC;I
201001;EDDT;LFPO;49;5935;MC;I
201001;EDDV;LFPG;150;4771;MC;I
201001;EDDW;LFBO;33;580;MC;I
201001;EDDW;LFPG;80;2203;MC;I
201001;EDFH;LFMT;9;960;MC;I
201001;EDHI;LFBO;67;2968;MC;I
201001;EDLX;LFMU;9;706;MC;I
201001;EDMA;LFML;24;532;MC;I
201001;EFHK;LFPG;175;15351;MC;I
201001;EFIV;LFPG;5;909;MC;I
201001;EFKT;LFPG;10;1059;MC;I
201001;EFRO;LFPG;9;1431;MC;I
201001;EGAA;LFBO;4;710;MC;I
201001;EGAA;LFLS;5;517;MC;I
201001;EGAA;LFPG;28;3115;MC;I
201001;EGBB;LFBO;4;817;MC;I
201001;EGBB;LFBZ;8;726;MC;I
201001;EGBB;LFLB;19;1760;MC;I
201001;EGBB;LFLL;31;913;MC;I
201001;EGBB;LFLS;25;3047;MC;I
201001;EGBB;LFPG;217;9657;MC;I
201001;EGCC;LFBO;18;2639;MC;I
201001;EGCC;LFLB;23;3818;MC;I
201001;EGCC;LFLS;30;5875;MC;I
201001;EGCC;LFPG;231;15100;MC;I
201001;EGCC;LFSB;19;1059;MC;I
